,Unnamed: 0,mode,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_prefill_duration_us,decode_in_isolation_us,prefill_in_isolation_us,baseline_avg_decode_duration_us,baseline_avg_prefill_duration_us,baseline_decode_in_isolation_us,baseline_prefill_in_isolation_us,avg_final_overlap_pct_nonzero
28,28,prefill_and_decode,16.0,1024.0,128.0,8192.0,64.0,,,,1325.112,2017.229,1289.5103333333334,2007.7806666666663,456.4716666666666,1814.5116666666663,431.4266666666667,1660.4529999999995,34.53624051759839
29,29,prefill_and_decode,16.0,1024.0,128.0,8192.0,96.0,,,,865.674,2335.3573333333334,864.7653333333334,2334.6486666666665,456.4716666666666,1814.5116666666663,431.4266666666667,1660.4529999999995,23.295458533744444
30,30,prefill_and_decode,16.0,1024.0,16.0,1024.0,128.0,,21.462333333333333,3.795,25.25733333333333,2762.856,26.95433333333333,2775.658,16.170666666666666,1606.088,13.377333333333333,1660.4529999999995,0.0
31,31,prefill_and_decode,16.0,1024.0,16.0,1024.0,160.0,,15.889666666666663,4.009333333333333,19.899,3424.529666666667,18.549,3436.1560000000004,16.170666666666666,1606.088,13.377333333333333,1660.4529999999995,0.0
32,32,prefill_and_decode,16.0,1024.0,16.0,1024.0,32.0,,71.53666666666668,4.690666666666666,76.22733333333335,1796.4706666666668,76.06733333333334,1811.8793333333333,16.170666666666666,1606.088,13.377333333333333,1660.4529999999995,0.0
33,33,prefill_and_decode,16.0,1024.0,16.0,1024.0,64.0,,39.83766666666667,4.236,44.07366666666667,2006.725333333333,41.64233333333333,2007.7806666666663,16.170666666666666,1606.088,13.377333333333333,1660.4529999999995,0.0
34,34,prefill_and_decode,16.0,1024.0,16.0,1024.0,96.0,,26.727666666666664,4.37,31.097666666666665,2323.824333333333,31.886333333333333,2334.6486666666665,16.170666666666666,1606.088,13.377333333333333,1660.4529999999995,0.0
35,35,prefill_and_decode,16.0,1024.0,16.0,2048.0,128.0,,32.64833333333333,3.728666666666667,36.377,2763.2833333333333,34.65266666666667,2775.658,20.473333333333333,1618.8906666666664,17.065666666666665,1660.4529999999995,0.0
36,36,prefill_and_decode,16.0,1024.0,16.0,2048.0,160.0,,22.518,4.169666666666667,26.68766666666667,3422.805666666666,27.08833333333333,3436.1560000000004,20.473333333333333,1618.8906666666664,17.065666666666665,1660.4529999999995,0.0
37,37,prefill_and_decode,16.0,1024.0,16.0,2048.0,32.0,,116.266,4.824333333333333,121.09033333333332,1803.3263333333332,116.19966666666669,1811.8793333333333,20.473333333333333,1618.8906666666664,17.065666666666665,1660.4529999999995,0.0
