,mode,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_prefill_duration_us,decode_in_isolation_us,prefill_in_isolation_us,baseline_avg_decode_duration_us,baseline_avg_prefill_duration_us,baseline_decode_in_isolation_us,baseline_prefill_in_isolation_us
2571,prefill_and_decode,4.0,512.0,128.0,1024.0,32.0,,,,339.63033333333334,124.40466666666667,340.0986666666667,124.79199999999999,59.66966666666667,125.32599999999998,60.52466666666667,128.15933333333334
2572,prefill_and_decode,4.0,512.0,128.0,1024.0,64.0,,,,171.673,153.0836666666667,172.381,156.70533333333333,59.66966666666667,125.32599999999998,60.52466666666667,128.15933333333334
2573,prefill_and_decode,4.0,512.0,128.0,1024.0,96.0,,,,117.041,184.07466666666667,117.923,185.9186666666667,59.66966666666667,125.32599999999998,60.52466666666667,128.15933333333334
2574,prefill_and_decode,4.0,512.0,128.0,2048.0,128.0,,,,222.12199999999999,212.45966666666666,220.45066666666665,215.2793333333333,112.72466666666666,125.54066666666665,112.31066666666668,128.15933333333334
2575,prefill_and_decode,4.0,512.0,128.0,2048.0,160.0,,,,112.09633333333333,240.93766666666667,113.246,244.466,112.72466666666666,125.54066666666665,112.31066666666668,128.15933333333334
2576,prefill_and_decode,4.0,512.0,128.0,2048.0,32.0,,,,654.7916666666666,127.73199999999999,650.7286666666666,124.79199999999999,112.72466666666666,125.54066666666665,112.31066666666668,128.15933333333334
2577,prefill_and_decode,4.0,512.0,128.0,2048.0,64.0,,,,328.96566666666666,153.44466666666668,328.9393333333333,156.70533333333333,112.72466666666666,125.54066666666665,112.31066666666668,128.15933333333334
2578,prefill_and_decode,4.0,512.0,128.0,2048.0,96.0,,,,222.00099999999998,183.1256666666667,223.13733333333334,185.9186666666667,112.72466666666666,125.54066666666665,112.31066666666668,128.15933333333334
2579,prefill_and_decode,4.0,512.0,128.0,256.0,128.0,,,,36.75066666666667,212.47300000000004,37.13833333333333,215.2793333333333,21.556,125.32633333333332,20.995,128.15933333333334
2580,prefill_and_decode,4.0,512.0,128.0,256.0,160.0,,,,20.981333333333335,241.88700000000003,20.714,244.466,21.556,125.32633333333332,20.995,128.15933333333334
2581,prefill_and_decode,4.0,512.0,128.0,256.0,32.0,,,,104.11800000000001,125.70100000000001,105.52133333333335,124.79199999999999,21.556,125.32633333333332,20.995,128.15933333333334
2582,prefill_and_decode,4.0,512.0,128.0,256.0,64.0,,,,55.21966666666666,154.80733333333333,56.36866666666666,156.70533333333333,21.556,125.32633333333332,20.995,128.15933333333334
2583,prefill_and_decode,4.0,512.0,128.0,256.0,96.0,,,,35.681333333333335,182.24366666666666,38.488,185.9186666666667,21.556,125.32633333333332,20.995,128.15933333333334
