,cu_mask,decode_batch_size,decode_len,prefill_len,prefill_batch,prefill_avg_time,decode_avg_time
58,32.0,32,2048,512,8,1898.8653333333332,1300.2283333333332
59,32.0,32,2048,512,16,3808.4613333333336,1288.9893333333332
60,32.0,32,2048,1024,1,962.0146666666666,1291.1543333333332
61,32.0,32,2048,1024,4,3603.98,1307.2716666666668
62,32.0,32,2048,1024,8,7219.960666666667,1268.5163333333333
63,32.0,32,2048,2048,1,3605.9983333333334,1302.3533333333332
64,32.0,32,2048,2048,4,14044.857666666667,1259.6156666666668
65,32.0,32,2048,2048,8,27992.519333333334,1256.716
66,32.0,32,2048,4096,1,14043.721666666666,1259.3083333333332
67,32.0,32,2048,4096,4,54954.62733333334,1259.201
68,32.0,32,4096,256,1,185.865,2357.9556666666667
69,32.0,32,4096,256,4,351.0696666666667,2364.2363333333333
70,32.0,32,4096,256,8,599.9866666666667,2368.967
71,32.0,32,4096,256,16,1069.0593333333331,2462.0873333333334
72,32.0,32,4096,256,32,2135.874,2507.6446666666666
73,32.0,32,4096,512,1,349.493,2364.0493333333334
74,32.0,32,4096,512,4,969.6986666666667,2401.2276666666667
75,32.0,32,4096,512,8,1899.0386666666668,2435.64
76,32.0,32,4096,512,16,3819.299,2522.8923333333337
77,32.0,32,4096,1024,1,970.5003333333334,2408.4843333333333
78,32.0,32,4096,1024,4,3616.0336666666667,2477.6823333333336
79,32.0,32,4096,1024,8,7244.055,2424.414
80,32.0,32,4096,2048,1,3632.1906666666664,2484.351
81,32.0,32,4096,2048,4,14041.715,2428.1153333333336
82,32.0,32,4096,2048,8,27983.921333333332,2431.3893333333335
83,32.0,32,4096,4096,1,14098.311666666666,2426.178
84,32.0,32,4096,4096,4,55079.198333333334,2431.657
85,32.0,64,256,256,1,72.82,375.713
86,32.0,64,256,256,4,272.30333333333334,381.593
87,32.0,64,256,256,8,528.2086666666667,383.4373333333333
88,32.0,64,256,256,16,1089.3056666666666,390.70733333333334
89,32.0,64,256,256,32,2142.1406666666667,396.11966666666666
90,32.0,64,256,512,1,249.384,381.339
91,32.0,64,256,512,4,953.034,395.919
92,32.0,64,256,512,8,1900.0673333333332,398.5386666666667
93,32.0,64,256,512,16,3808.1666666666665,410.64566666666667
94,32.0,64,256,1024,1,943.76,395.01
95,32.0,64,256,1024,4,3591.484,414.0006666666667
96,32.0,64,256,1024,8,7216.778666666667,391.8963333333333
97,32.0,64,256,2048,1,3615.2986666666666,414.094
98,32.0,64,256,2048,4,13998.909666666666,384.6666666666667
99,32.0,64,256,2048,8,28009.993333333332,385.428
100,32.0,64,256,4096,1,14051.550333333334,383.731
101,32.0,64,256,4096,4,55108.369,384.0253333333333
102,32.0,64,512,256,1,73.23466666666667,666.7123333333334
103,32.0,64,512,256,4,271.822,672.5386666666666
104,32.0,64,512,256,8,539.9416666666666,693.32
105,32.0,64,512,256,16,1101.628,721.21
106,32.0,64,512,256,32,2139.134,700.937
107,32.0,64,512,512,1,247.87366666666665,669.9593333333333
108,32.0,64,512,512,4,949.4793333333333,691.2883333333334
109,32.0,64,512,512,8,1903.2213333333332,714.7153333333333
110,32.0,64,512,512,16,3825.206,719.6996666666666
111,32.0,64,512,1024,1,954.5176666666666,683.6173333333334
112,32.0,64,512,1024,4,3609.499,736.8056666666666
113,32.0,64,512,1024,8,7222.940333333333,690.9143333333334
114,32.0,64,512,2048,1,3609.579,722.9206666666666
115,32.0,64,512,2048,4,14029.193333333335,684.954
116,32.0,64,512,2048,8,27952.624333333333,683.2833333333334
117,32.0,64,512,4096,1,14141.604,683.3506666666666
118,32.0,64,512,4096,4,54962.74566666666,683.5236666666666
119,32.0,64,1024,256,1,88.32166666666667,1272.605
120,32.0,64,1024,256,4,282.874,1277.0286666666668
121,32.0,64,1024,256,8,527.5403333333334,1273.327
122,32.0,64,1024,256,16,1085.4033333333332,1316.4793333333332
123,32.0,64,1024,256,32,2146.9123333333337,1326.7826666666667
124,32.0,64,1024,512,1,251.29533333333333,1267.4066666666668
125,32.0,64,1024,512,4,967.28,1305.0663333333332
126,32.0,64,1024,512,8,1893.5593333333331,1330.6713333333332
127,32.0,64,1024,512,16,3835.6156666666666,1335.79
128,32.0,64,1024,1024,1,959.7696666666666,1300.8433333333332
129,32.0,64,1024,1024,4,3592.7533333333336,1326.769
130,32.0,64,1024,1024,8,7233.844666666667,1297.195
131,32.0,64,1024,2048,1,3607.8546666666666,1336.792
132,32.0,64,1024,2048,4,14087.165,1287.105
133,32.0,64,1024,2048,8,28014.698333333334,1284.352
134,32.0,64,1024,4096,1,14042.422666666665,1283.029
135,32.0,64,1024,4096,4,55085.089,1285.3543333333332
136,32.0,64,2048,256,1,187.135,2435.3456666666666
137,32.0,64,2048,256,4,360.866,2440.5176666666666
138,32.0,64,2048,256,8,589.4823333333334,2448.3493333333336
139,32.0,64,2048,256,16,1072.0663333333332,2478.5516666666667
140,32.0,64,2048,256,32,2133.0803333333333,2514.8606666666665
141,32.0,64,2048,512,1,355.453,2440.2643333333335
142,32.0,64,2048,512,4,991.6153333333334,2471.4423333333334
143,32.0,64,2048,512,8,1900.7896666666668,2527.2236666666663
144,32.0,64,2048,512,16,3807.593,2515.463
145,32.0,64,2048,1024,1,965.904,2462.7023333333336
146,32.0,64,2048,1024,4,3621.5543333333335,2569.226
147,32.0,64,2048,1024,8,7197.818333333333,2503.382
148,32.0,64,2048,2048,1,3600.6796666666664,2539.8926666666666
149,32.0,64,2048,2048,4,14022.155333333334,2506.0013333333336
150,32.0,64,2048,2048,8,27998.805333333334,2526.4213333333337
151,32.0,64,2048,4096,1,14058.838666666667,2513.071
152,32.0,64,2048,4096,4,55059.009666666665,2511.6143333333334
153,32.0,64,4096,256,1,379.6153333333333,4754.746
154,32.0,64,4096,256,4,556.687,4745.284
155,32.0,64,4096,256,8,782.858,4785.015
156,32.0,64,4096,256,16,1248.4836666666667,4839.032
157,32.0,64,4096,256,32,2217.7676666666666,4913.214666666667
158,32.0,64,4096,512,1,536.4676666666667,4746.032666666667
159,32.0,64,4096,512,4,1144.6326666666666,4789.025
160,32.0,64,4096,512,8,2004.7066666666667,4941.907
161,32.0,64,4096,512,16,3857.172,5036.337333333333
162,32.0,64,4096,1024,1,1116.1273333333334,4786.485333333333
163,32.0,64,4096,1024,4,3651.074,5068.704
164,32.0,64,4096,1024,8,7230.264,5029.080333333333
165,32.0,64,4096,2048,1,3668.367,5077.043333333333
166,32.0,64,4096,2048,4,14023.821333333333,5063.88
167,32.0,64,4096,2048,8,27971.482333333333,5112.618333333333
168,32.0,64,4096,4096,1,14057.538666666665,5061.407666666667
169,32.0,64,4096,4096,4,55064.92833333334,5177.847666666667
170,32.0,128,256,256,1,72.75333333333333,746.842
171,32.0,128,256,256,4,271.862,762.491
172,32.0,128,256,256,8,527.781,765.2843333333334
173,32.0,128,256,256,16,1086.4053333333331,779.2226666666667
174,32.0,128,256,256,32,2135.4996666666666,794.3243333333334
175,32.0,128,256,512,1,248.75566666666666,760.313
176,32.0,128,256,512,4,965.3823333333333,789.219
177,32.0,128,256,512,8,1890.312,784.662
178,32.0,128,256,512,16,3804.9856666666665,789.486
179,32.0,128,256,1024,1,972.572,796.4756666666666
180,32.0,128,256,1024,4,3619.9626666666663,828.0953333333334
181,32.0,128,256,1024,8,7227.844666666667,775.2936666666666
182,32.0,128,256,2048,1,3609.3653333333336,805.1886666666667
183,32.0,128,256,2048,4,14012.555,767.9706666666666
184,32.0,128,256,2048,8,27984.964333333333,765.886
185,32.0,128,256,4096,1,14014.279333333334,765.6183333333333
186,32.0,128,256,4096,4,54937.92833333334,765.565
187,32.0,128,512,256,1,92.70533333333333,1334.6
188,32.0,128,512,256,4,281.2703333333333,1342.098
189,32.0,128,512,256,8,537.6303333333334,1352.9623333333332
190,32.0,128,512,256,16,1096.8296666666668,1413.0736666666667
191,32.0,128,512,256,32,2136.6086666666665,1394.7116666666668
192,32.0,128,512,512,1,257.45633333333336,1337.313
193,32.0,128,512,512,4,961.3863333333334,1368.1706666666666
194,32.0,128,512,512,8,1913.4983333333332,1403.5443333333333
195,32.0,128,512,512,16,3844.6233333333334,1415.639
196,32.0,128,512,1024,1,960.5846666666666,1371.1906666666669
197,32.0,128,512,1024,4,3605.7306666666664,1420.356
198,32.0,128,512,1024,8,7231.519666666667,1372.6473333333333
199,32.0,128,512,2048,1,3635.96,1424.6593333333333
200,32.0,128,512,2048,4,14124.758,1363.3726666666666
201,32.0,128,512,2048,8,28042.736666666668,1359.7913333333333
202,32.0,128,512,4096,1,14056.335666666666,1362.143
203,32.0,128,512,4096,4,55369.26266666666,1360.3256666666668
204,32.0,128,1024,256,1,191.53166666666667,2502.6463333333336
205,32.0,128,1024,256,4,363.2043333333333,2503.4343333333336
206,32.0,128,1024,256,8,597.26,2513.3766666666666
207,32.0,128,1024,256,16,1072.4806666666668,2547.335
208,32.0,128,1024,256,32,2135.0316666666663,2589.9926666666665
209,32.0,128,1024,512,1,358.393,2505.092
210,32.0,128,1024,512,4,968.1083333333333,2537.9266666666667
211,32.0,128,1024,512,8,1900.9493333333332,2602.715
212,32.0,128,1024,512,16,3816.1983333333333,2598.8396666666663
213,32.0,128,1024,1024,1,984.0646666666667,2541.2816666666663
214,32.0,128,1024,1024,4,3617.3163333333337,2636.232
215,32.0,128,1024,1024,8,7229.368333333333,2588.79
216,32.0,128,1024,2048,1,3611.8376666666663,2611.923
217,32.0,128,1024,2048,4,14097.736666666666,2588.696
218,32.0,128,1024,2048,8,28056.823333333334,2586.5583333333334
219,32.0,128,1024,4096,1,14167.242333333334,2589.953
220,32.0,128,1024,4096,4,55607.101,2629.1093333333333
221,32.0,128,2048,256,1,331.946,4792.487
222,32.0,128,2048,256,4,555.565,4799.65
223,32.0,128,2048,256,8,789.567,4837.617333333333
224,32.0,128,2048,256,16,1265.8166666666668,4862.580666666667
225,32.0,128,2048,256,32,2211.447,4929.440333333333
226,32.0,128,2048,512,1,545.395,4797.378
227,32.0,128,2048,512,4,1156.6066666666668,4814.283333333333
228,32.0,128,2048,512,8,2011.577,4982.441333333333
229,32.0,128,2048,512,16,3850.3043333333335,5086.346333333333
230,32.0,128,2048,1024,1,1131.8836666666668,4852.798666666667
231,32.0,128,2048,1024,4,3623.305,5102.863666666667
232,32.0,128,2048,1024,8,7211.422333333333,5075.267
233,32.0,128,2048,2048,1,3651.2483333333334,5127.988
234,32.0,128,2048,2048,4,14020.951333333334,5113.207
235,32.0,128,2048,2048,8,27997.895,5157.134666666667
236,32.0,128,2048,4096,1,14064.237333333334,5100.445
237,32.0,128,2048,4096,4,55038.960666666666,5207.303
238,32.0,128,4096,256,1,651.6106666666666,9413.379
239,32.0,128,4096,256,4,948.931,9437.327333333335
240,32.0,128,4096,256,8,1181.944,9460.350333333334
241,32.0,128,4096,256,16,1655.0266666666666,9531.058666666666
242,32.0,128,4096,256,32,2651.105,9642.286333333333
243,32.0,128,4096,512,1,943.2646666666666,9421.875666666667
244,32.0,128,4096,512,4,1555.4386666666667,9511.962
245,32.0,128,4096,512,8,2436.4006666666664,9657.054
246,32.0,128,4096,512,16,4245.312666666667,9825.332333333334
247,32.0,128,4096,1024,1,1548.6363333333334,9516.105
248,32.0,128,4096,1024,4,4009.7203333333337,9793.700333333334
249,32.0,128,4096,1024,8,7378.548,10036.589333333333
250,32.0,128,4096,2048,1,4105.606666666667,9887.661666666667
251,32.0,128,4096,2048,4,14042.234,10050.567666666666
252,32.0,128,4096,2048,8,28017.607666666667,10138.047666666665
253,32.0,128,4096,4096,1,14059.727,10047.547666666665
254,32.0,128,4096,4096,4,55059.594666666664,10249.836333333335
255,32.0,256,256,256,1,112.73766666666667,1493.6976666666667
256,32.0,256,256,256,4,295.436,1503.159
257,32.0,256,256,256,8,526.9926666666667,1505.418
258,32.0,256,256,256,16,1075.2466666666667,1552.7933333333333
259,32.0,256,256,256,32,2151.71,1566.8253333333332
260,32.0,256,256,512,1,272.65066666666667,1496.2103333333332
261,32.0,256,256,512,4,953.9293333333334,1523.8866666666668
262,32.0,256,256,512,8,1920.087,1589.2496666666668
263,32.0,256,256,512,16,3810.8263333333334,1564.0586666666668
264,32.0,256,256,1024,1,949.4796666666666,1523.5526666666667
265,32.0,256,256,1024,4,3605.677,1593.4056666666668
266,32.0,256,256,1024,8,7233.444333333333,1546.4053333333331
267,32.0,256,256,2048,1,3631.87,1569.859
268,32.0,256,256,2048,4,14207.614666666666,1531.09
269,32.0,256,256,2048,8,28324.702666666668,1529.5796666666668
270,32.0,256,256,4096,1,14231.068,1532.867
271,32.0,256,256,4096,4,55708.225,1526.7466666666667
272,32.0,256,512,256,1,159.351,2641.417
273,32.0,256,512,256,4,384.35966666666667,2649.9163333333336
274,32.0,256,512,256,8,622.825,2654.9816666666666
275,32.0,256,512,256,16,1110.02,2696.877
276,32.0,256,512,256,32,2122.0153333333333,2733.348
277,32.0,256,512,512,1,377.6513333333333,2638.798
278,32.0,256,512,512,4,995.7186666666666,2692.7076666666667
279,32.0,256,512,512,8,1894.5483333333332,2750.9476666666665
280,32.0,256,512,512,16,3827.344,2779.319
281,32.0,256,512,1024,1,982.0336666666666,2690.022
282,32.0,256,512,1024,4,3612.4386666666664,2792.576
283,32.0,256,512,1024,8,7198.979,2736.5683333333336
284,32.0,256,512,2048,1,3637.9643333333333,2790.8126666666667
285,32.0,256,512,2048,4,14231.336,2750.1996666666664
286,32.0,256,512,2048,8,28367.307666666668,2749.5446666666667
287,32.0,256,512,4096,1,14286.168,2758.4983333333334
288,32.0,256,512,4096,4,55843.108,2771.1133333333337
289,32.0,256,1024,256,1,222.87,4926.94
290,32.0,256,1024,256,4,573.8066666666666,4931.242666666667
291,32.0,256,1024,256,8,806.806,4933.047333333333
292,32.0,256,1024,256,16,1284.3516666666667,4981.424666666667
293,32.0,256,1024,256,32,2230.49,5052.426666666667
294,32.0,256,1024,512,1,524.3333333333334,4929.559
295,32.0,256,1024,512,4,1174.6613333333332,4999.011333333333
296,32.0,256,1024,512,8,2023.202,5116.360333333333
297,32.0,256,1024,512,16,3856.8783333333336,5246.698
298,32.0,256,1024,1024,1,1144.1913333333332,4961.191333333333
299,32.0,256,1024,1024,4,3616.087,5243.477333333333
300,32.0,256,1024,1024,8,7206.849666666667,5215.934666666667
301,32.0,256,1024,2048,1,3630.507,5237.303333333333
302,32.0,256,1024,2048,4,14052.219666666666,5272.343666666667
303,32.0,256,1024,2048,8,28073.639333333333,5333.123666666667
304,32.0,256,1024,4096,1,14270.066666666666,5318.650666666667
305,32.0,256,1024,4096,4,56074.699,5456.686333333333
306,32.0,256,2048,256,1,335.287,9517.098333333333
307,32.0,256,2048,256,4,958.8603333333334,9545.429666666667
308,32.0,256,2048,256,8,1187.9446666666668,9563.163
309,32.0,256,2048,256,16,1668.792,9632.749666666667
310,32.0,256,2048,256,32,2646.59,9763.140666666666
311,32.0,256,2048,512,1,779.2096666666666,9537.023333333334
312,32.0,256,2048,512,4,1569.8056666666666,9616.285
313,32.0,256,2048,512,8,2442.4693333333335,9739.954666666667
314,32.0,256,2048,512,16,4226.806,9894.935666666666
315,32.0,256,2048,1024,1,1558.808,9613.471333333335
316,32.0,256,2048,1024,4,4078.5196666666666,9977.551666666666
317,32.0,256,2048,1024,8,7350.807,10105.671333333334
318,32.0,256,2048,2048,1,4126.763,10007.754
319,32.0,256,2048,2048,4,14004.58,10142.088333333333
320,32.0,256,2048,2048,8,27970.84733333333,10256.163
321,32.0,256,2048,4096,1,14048.828666666666,10137.892333333333
322,32.0,256,2048,4096,4,55213.16033333333,10443.191333333334
323,32.0,256,4096,256,1,655.9146666666667,18734.434666666668
324,32.0,256,4096,256,4,1744.2973333333332,18760.401
325,32.0,256,4096,256,8,1995.9,18793.049333333332
326,32.0,256,4096,256,16,2519.0966666666664,18908.447
327,32.0,256,4096,256,32,3496.479,18969.640333333333
328,32.0,256,4096,512,1,1349.755,18740.73
329,32.0,256,4096,512,4,2413.2816666666663,18902.353333333333
330,32.0,256,4096,512,8,3319.929,19000.88533333333
331,32.0,256,4096,512,16,5179.744,19225.319
332,32.0,256,4096,1024,1,2365.6523333333334,18824.160666666667
333,32.0,256,4096,1024,4,4997.968,19209.963333333333
334,32.0,256,4096,1024,8,8349.102,19518.108333333334
335,32.0,256,4096,2048,1,4970.438333333333,19210.137333333332
336,32.0,256,4096,2048,4,14423.226,19962.018
337,32.0,256,4096,2048,8,27928.471,19967.337
338,32.0,256,4096,4096,1,14523.735666666666,19906.945
339,32.0,256,4096,4096,4,55045.94066666666,20203.838333333333
340,32.0,512,256,256,1,120.63566666666667,2985.2706666666663
341,32.0,512,256,256,4,410.0846666666667,2980.473
342,32.0,512,256,256,8,651.4373333333334,2985.8183333333336
343,32.0,512,256,256,16,1114.8443333333332,3002.069
344,32.0,512,256,256,32,2132.5196666666666,3108.7396666666664
345,32.0,512,256,512,1,330.1016666666667,2985.658
346,32.0,512,256,512,4,1023.4746666666666,3001.0666666666666
347,32.0,512,256,512,8,1870.3593333333333,3090.2306666666664
348,32.0,512,256,512,16,3840.6673333333333,3155.2326666666663
349,32.0,512,256,1024,1,1010.913,3031.6163333333334
350,32.0,512,256,1024,4,3603.2976666666664,3154.4976666666666
351,32.0,512,256,1024,8,7220.628,3112.5486666666666
352,32.0,512,256,2048,1,3663.93,3183.2036666666663
353,32.0,512,256,2048,4,14306.775,3136.4963333333335
354,32.0,512,256,2048,8,28538.41833333333,3146.974
355,32.0,512,256,4096,1,14342.416666666666,3407.143
356,32.0,512,256,4096,4,56384.384666666665,3430.5963333333334
357,32.0,512,512,256,1,159.57833333333335,5246.217
358,32.0,512,512,256,4,558.585,5245.762666666667
359,32.0,512,512,256,8,841.1513333333334,5273.185333333333
360,32.0,512,512,256,16,1316.7596666666668,5347.877
361,32.0,512,512,256,32,2271.1166666666663,5428.394
362,32.0,512,512,512,1,391.5363333333333,5261.118
363,32.0,512,512,512,4,1207.5226666666667,5302.826666666667
364,32.0,512,512,512,8,2055.904,5451.580333333333
365,32.0,512,512,512,16,3860.259,5574.568666666667
366,32.0,512,512,1024,1,1140.757,5302.439666666667
367,32.0,512,512,1024,4,3610.381,5559.2
368,32.0,512,512,1024,8,7203.669666666667,5582.293
369,32.0,512,512,2048,1,3689.696,5624.268666666667
370,32.0,512,512,2048,4,14204.996333333334,5675.546
371,32.0,512,512,2048,8,28430.879,5729.483
372,32.0,512,512,4096,1,14421.317333333334,5685.235333333333
373,32.0,512,512,4096,4,56030.05566666667,5856.373333333333
374,32.0,512,1024,256,1,227.29333333333335,9861.725666666665
375,32.0,512,1024,256,4,817.4436666666667,9855.498333333335
376,32.0,512,1024,256,8,1224.99,9871.882666666666
377,32.0,512,1024,256,16,1701.1863333333333,9933.770666666665
378,32.0,512,1024,256,32,2686.4536666666663,10103.813
379,32.0,512,1024,512,1,526.9526666666666,9888.066
380,32.0,512,1024,512,4,1596.1053333333332,9941.602
381,32.0,512,1024,512,8,2482.6943333333334,10058.763333333334
382,32.0,512,1024,512,16,4292.729333333333,10277.357
383,32.0,512,1024,1024,1,1424.1253333333332,9943.259
384,32.0,512,1024,1024,4,4099.26,10252.339333333333
385,32.0,512,1024,1024,8,7371.427666666667,10468.26
386,32.0,512,1024,2048,1,4122.5,10262.830666666667
387,32.0,512,1024,2048,4,14066.146666666666,10539.249666666667
388,32.0,512,1024,2048,8,28013.64833333333,10550.341666666665
389,32.0,512,1024,4096,1,14287.132333333335,10629.148333333334
