,decode_batch,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_duration_2d_us_baseline,avg_duration_3d_us_baseline,avg_duration_reduce_segment_us_baseline,avg_decode_duration_us_baseline
136,2,4096,96.0,,66.95299999999999,4.731,71.68399999999998,,20.567000000000004,4.610333333333333,25.177333333333337
137,2,4096,304.0,,20.567000000000004,4.610333333333333,25.177333333333337,,20.567000000000004,4.610333333333333,25.177333333333337
138,2,512,128.0,,15.194666666666668,4.369666666666667,19.564333333333337,,9.903,4.557666666666667,14.460666666666668
139,2,512,160.0,,10.490666666666668,4.1963333333333335,14.687000000000001,,9.903,4.557666666666667,14.460666666666668
140,2,512,32.0,,47.589333333333336,4.944333333333334,52.53366666666667,,9.903,4.557666666666667,14.460666666666668
141,2,512,64.0,,26.407333333333337,4.423333333333334,30.830666666666673,,9.903,4.557666666666667,14.460666666666668
142,2,512,96.0,,19.003333333333334,4.463333333333334,23.46666666666667,,9.903,4.557666666666667,14.460666666666668
143,2,512,304.0,,9.903,4.557666666666667,14.460666666666668,,9.903,4.557666666666667,14.460666666666668
144,2,8192,128.0,,93.93466666666666,4.677333333333333,98.612,,36.12233333333334,4.543333333333334,40.665666666666674
145,2,8192,160.0,,63.211333333333336,4.477,67.68833333333333,,36.12233333333334,4.543333333333334,40.665666666666674
146,2,8192,32.0,,354.67800000000005,5.158333333333334,359.8363333333334,,36.12233333333334,4.543333333333334,40.665666666666674
147,2,8192,64.0,,178.87633333333335,4.477,183.35333333333335,,36.12233333333334,4.543333333333334,40.665666666666674
148,2,8192,96.0,,121.31733333333334,4.7043333333333335,126.02166666666668,,36.12233333333334,4.543333333333334,40.665666666666674
149,2,8192,304.0,,36.12233333333334,4.543333333333334,40.665666666666674,,36.12233333333334,4.543333333333334,40.665666666666674
150,32,1024,128.0,174.907,,,174.907,63.291333333333334,,,63.291333333333334
151,32,1024,160.0,117.70966666666668,,,117.70966666666668,63.291333333333334,,,63.291333333333334
152,32,1024,32.0,687.7736666666666,,,687.7736666666666,63.291333333333334,,,63.291333333333334
153,32,1024,64.0,342.7846666666666,,,342.7846666666666,63.291333333333334,,,63.291333333333334
154,32,1024,96.0,231.32899999999998,,,231.32899999999998,63.291333333333334,,,63.291333333333334
155,32,1024,304.0,63.291333333333334,,,63.291333333333334,63.291333333333334,,,63.291333333333334
156,32,131072,128.0,20145.911333333333,,,20145.911333333333,6923.696,,,6923.696
157,32,131072,160.0,13488.544333333333,,,13488.544333333333,6923.696,,,6923.696
158,32,131072,32.0,80182.257,,,80182.257,6923.696,,,6923.696
159,32,131072,64.0,40154.33266666666,,,40154.33266666666,6923.696,,,6923.696
160,32,131072,96.0,26807.326666666664,,,26807.326666666664,6923.696,,,6923.696
161,32,131072,304.0,6923.696,,,6923.696,6923.696,,,6923.696
162,32,16384,128.0,2533.5440000000003,,,2533.5440000000003,876.8996666666667,,,876.8996666666667
163,32,16384,160.0,1721.085,,,1721.085,876.8996666666667,,,876.8996666666667
164,32,16384,32.0,10057.506333333333,,,10057.506333333333,876.8996666666667,,,876.8996666666667
165,32,16384,64.0,5041.2953333333335,,,5041.2953333333335,876.8996666666667,,,876.8996666666667
166,32,16384,96.0,3368.8016666666667,,,3368.8016666666667,876.8996666666667,,,876.8996666666667
167,32,16384,304.0,876.8996666666667,,,876.8996666666667,876.8996666666667,,,876.8996666666667
168,32,2048,128.0,332.0933333333333,,,332.0933333333333,115.531,,,115.531
169,32,2048,160.0,224.90133333333333,,,224.90133333333333,115.531,,,115.531
170,32,2048,32.0,1325.5133333333333,,,1325.5133333333333,115.531,,,115.531
171,32,2048,64.0,655.7403333333333,,,655.7403333333333,115.531,,,115.531
172,32,2048,96.0,437.13366666666667,,,437.13366666666667,115.531,,,115.531
173,32,2048,304.0,115.531,,,115.531,115.531,,,115.531
174,32,256,128.0,52.74700000000001,,,52.74700000000001,21.20866666666667,,,21.20866666666667
175,32,256,160.0,36.657333333333334,,,36.657333333333334,21.20866666666667,,,21.20866666666667
176,32,256,32.0,204.481,,,204.481,21.20866666666667,,,21.20866666666667
177,32,256,64.0,105.789,,,105.789,21.20866666666667,,,21.20866666666667
178,32,256,96.0,72.87333333333333,,,72.87333333333333,21.20866666666667,,,21.20866666666667
179,32,256,304.0,21.20866666666667,,,21.20866666666667,21.20866666666667,,,21.20866666666667
180,32,32768,128.0,5048.792666666667,,,5048.792666666667,1833.515,,,1833.515
181,32,32768,160.0,3382.2863333333335,,,3382.2863333333335,1833.515,,,1833.515
182,32,32768,32.0,20081.950666666668,,,20081.950666666668,1833.515,,,1833.515
183,32,32768,64.0,10052.842333333332,,,10052.842333333332,1833.515,,,1833.515
184,32,32768,96.0,6717.931666666667,,,6717.931666666667,1833.515,,,1833.515
185,32,32768,304.0,1833.515,,,1833.515,1833.515,,,1833.515
186,32,4096,128.0,658.0253333333334,,,658.0253333333334,222.57600000000002,,,222.57600000000002
187,32,4096,160.0,436.66633333333334,,,436.66633333333334,222.57600000000002,,,222.57600000000002
188,32,4096,32.0,2551.024,,,2551.024,222.57600000000002,,,222.57600000000002
189,32,4096,64.0,1302.5273333333334,,,1302.5273333333334,222.57600000000002,,,222.57600000000002
190,32,4096,96.0,857.5619999999999,,,857.5619999999999,222.57600000000002,,,222.57600000000002
191,32,4096,304.0,222.57600000000002,,,222.57600000000002,222.57600000000002,,,222.57600000000002
192,32,512,128.0,95.53866666666666,,,95.53866666666666,36.550000000000004,,,36.550000000000004
193,32,512,160.0,64.454,,,64.454,36.550000000000004,,,36.550000000000004
194,32,512,32.0,360.9193333333333,,,360.9193333333333,36.550000000000004,,,36.550000000000004
195,32,512,64.0,182.511,,,182.511,36.550000000000004,,,36.550000000000004
196,32,512,96.0,124.832,,,124.832,36.550000000000004,,,36.550000000000004
197,32,512,304.0,36.550000000000004,,,36.550000000000004,36.550000000000004,,,36.550000000000004
198,32,65536,128.0,10084.435333333335,,,10084.435333333335,3527.8053333333332,,,3527.8053333333332
199,32,65536,160.0,6750.232333333333,,,6750.232333333333,3527.8053333333332,,,3527.8053333333332
200,32,65536,32.0,40108.28166666667,,,40108.28166666667,3527.8053333333332,,,3527.8053333333332
201,32,65536,64.0,20087.978,,,20087.978,3527.8053333333332,,,3527.8053333333332
202,32,65536,96.0,13423.702666666666,,,13423.702666666666,3527.8053333333332,,,3527.8053333333332
203,32,65536,304.0,3527.8053333333332,,,3527.8053333333332,3527.8053333333332,,,3527.8053333333332
204,32,8192,128.0,1285.1940000000002,,,1285.1940000000002,437.6016666666667,,,437.6016666666667
205,32,8192,160.0,876.9666666666667,,,876.9666666666667,437.6016666666667,,,437.6016666666667
206,32,8192,32.0,5053.576666666667,,,5053.576666666667,437.6016666666667,,,437.6016666666667
207,32,8192,64.0,2535.2143333333333,,,2535.2143333333333,437.6016666666667,,,437.6016666666667
208,32,8192,96.0,1714.5363333333335,,,1714.5363333333335,437.6016666666667,,,437.6016666666667
209,32,8192,304.0,437.6016666666667,,,437.6016666666667,437.6016666666667,,,437.6016666666667
210,4,1024,128.0,,33.263,5.666333333333334,38.92933333333333,,17.56,5.077999999999999,22.637999999999998
211,4,1024,160.0,,26.901666666666667,5.104666666666667,32.00633333333333,,17.56,5.077999999999999,22.637999999999998
212,4,1024,32.0,,135.52333333333334,6.989333333333334,142.51266666666666,,17.56,5.077999999999999,22.637999999999998
213,4,1024,64.0,,68.46300000000001,5.853666666666666,74.31666666666668,,17.56,5.077999999999999,22.637999999999998
214,4,1024,96.0,,44.541666666666664,5.934,50.47566666666666,,17.56,5.077999999999999,22.637999999999998
215,4,1024,304.0,,17.56,5.077999999999999,22.637999999999998,,17.56,5.077999999999999,22.637999999999998
216,4,16384,128.0,,288.9683333333333,4.703333333333334,293.6716666666666,,123.563,4.597,128.16
217,4,16384,160.0,,233.0533333333333,4.557333333333333,237.61066666666665,,123.563,4.597,128.16
218,4,16384,32.0,,1304.785,6.882666666666666,1311.6676666666667,,123.563,4.597,128.16
219,4,16384,64.0,,622.8786666666667,5.572666666666667,628.4513333333334,,123.563,4.597,128.16
220,4,16384,96.0,,399.32700000000006,4.877666666666666,404.2046666666667,,123.563,4.597,128.16
221,4,16384,304.0,,123.563,4.597,128.16,,123.563,4.597,128.16
222,4,2048,128.0,,52.35966666666667,4.757666666666666,57.117333333333335,,25.096999999999998,5.105666666666667,30.202666666666666
223,4,2048,160.0,,41.949666666666666,5.051,47.00066666666667,,25.096999999999998,5.105666666666667,30.202666666666666
224,4,2048,32.0,,212.0186666666667,6.922666666666667,218.94133333333335,,25.096999999999998,5.105666666666667,30.202666666666666
225,4,2048,64.0,,106.18900000000001,5.586333333333333,111.77533333333334,,25.096999999999998,5.105666666666667,30.202666666666666
226,4,2048,96.0,,67.74166666666666,4.971,72.71266666666666,,25.096999999999998,5.105666666666667,30.202666666666666
227,4,2048,304.0,,25.096999999999998,5.105666666666667,30.202666666666666,,25.096999999999998,5.105666666666667,30.202666666666666
228,4,256,128.0,,16.745333333333335,5.024666666666667,21.770000000000003,,7.778,5.132,12.91
229,4,256,160.0,,11.198666666666668,4.490333333333333,15.689,,7.778,5.132,12.91
230,4,256,32.0,,52.85433333333333,7.457,60.31133333333333,,7.778,5.132,12.91
231,4,256,64.0,,26.08666666666667,6.241333333333333,32.328,,7.778,5.132,12.91
232,4,256,96.0,,19.364666666666665,5.84,25.204666666666665,,7.778,5.132,12.91
233,4,256,304.0,,7.778,5.132,12.91,,7.778,5.132,12.91
234,4,4096,128.0,,84.78066666666666,4.690666666666666,89.47133333333333,,37.74,5.439333333333333,43.17933333333333
235,4,4096,160.0,,68.02233333333332,4.53,72.55233333333332,,37.74,5.439333333333333,43.17933333333333
236,4,4096,32.0,,365.142,7.096666666666667,372.2386666666667,,37.74,5.439333333333333,43.17933333333333
237,4,4096,64.0,,178.889,5.279,184.168,,37.74,5.439333333333333,43.17933333333333
