,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_duration_2d_us_baseline,avg_duration_3d_us_baseline,avg_duration_reduce_segment_us_baseline,avg_decode_duration_us_baseline
114,1,2048,32,2048,160.0,114.19466666666665,,,114.19466666666665,114.609,,,114.609
115,1,2048,32,2048,196.0,114.35466666666666,,,114.35466666666666,114.609,,,114.609
116,1,2048,32,2048,32.0,1245.53,,,1245.53,114.609,,,114.609
117,1,2048,32,2048,64.0,661.9409999999999,,,661.9409999999999,114.609,,,114.609
118,1,2048,32,2048,304.0,114.609,,,114.609,114.609,,,114.609
119,1,2048,32,256,128.0,51.26433333333333,,,51.26433333333333,20.219333333333335,,,20.219333333333335
120,1,2048,32,256,160.0,20.032666666666668,,,20.032666666666668,20.219333333333335,,,20.219333333333335
121,1,2048,32,256,196.0,19.872333333333334,,,19.872333333333334,20.219333333333335,,,20.219333333333335
122,1,2048,32,256,224.0,20.152666666666665,,,20.152666666666665,20.219333333333335,,,20.219333333333335
123,1,2048,32,256,32.0,189.87466666666668,,,189.87466666666668,20.219333333333335,,,20.219333333333335
124,1,2048,32,256,64.0,101.20466666666665,,,101.20466666666665,20.219333333333335,,,20.219333333333335
125,1,2048,32,256,304.0,20.219333333333335,,,20.219333333333335,20.219333333333335,,,20.219333333333335
126,1,2048,32,4096,128.0,653.1743333333333,,,653.1743333333333,221.02599999999998,,,221.02599999999998
127,1,2048,32,4096,160.0,220.932,,,220.932,221.02599999999998,,,221.02599999999998
128,1,2048,32,4096,196.0,221.26633333333334,,,221.26633333333334,221.02599999999998,,,221.02599999999998
129,1,2048,32,4096,32.0,2406.8799999999997,,,2406.8799999999997,221.02599999999998,,,221.02599999999998
130,1,2048,32,4096,64.0,1288.2546666666667,,,1288.2546666666667,221.02599999999998,,,221.02599999999998
131,1,2048,32,4096,304.0,221.02599999999998,,,221.02599999999998,221.02599999999998,,,221.02599999999998
132,1,2048,32,512,128.0,91.16866666666665,,,91.16866666666665,33.303333333333335,,,33.303333333333335
133,1,2048,32,512,160.0,33.904,,,33.904,33.303333333333335,,,33.303333333333335
134,1,2048,32,512,196.0,32.915666666666674,,,32.915666666666674,33.303333333333335,,,33.303333333333335
135,1,2048,32,512,224.0,33.73066666666667,,,33.73066666666667,33.303333333333335,,,33.303333333333335
136,1,2048,32,512,32.0,337.8533333333333,,,337.8533333333333,33.303333333333335,,,33.303333333333335
137,1,2048,32,512,64.0,179.49099999999999,,,179.49099999999999,33.303333333333335,,,33.303333333333335
138,1,2048,32,512,304.0,33.303333333333335,,,33.303333333333335,33.303333333333335,,,33.303333333333335
139,1,2048,512,1024,128.0,2275.3653333333336,,,2275.3653333333336,880.4276666666668,,,880.4276666666668
140,1,2048,512,1024,160.0,896.1976666666666,,,896.1976666666666,880.4276666666668,,,880.4276666666668
141,1,2048,512,1024,196.0,872.944,,,872.944,880.4276666666668,,,880.4276666666668
142,1,2048,512,1024,224.0,889.9429999999999,,,889.9429999999999,880.4276666666668,,,880.4276666666668
143,1,2048,512,1024,32.0,9836.588333333335,,,9836.588333333335,880.4276666666668,,,880.4276666666668
144,1,2048,512,1024,64.0,4915.794666666667,,,4915.794666666667,880.4276666666668,,,880.4276666666668
145,1,2048,512,1024,304.0,880.4276666666668,,,880.4276666666668,880.4276666666668,,,880.4276666666668
146,1,2048,512,2048,128.0,4400.375,,,4400.375,1740.2753333333333,,,1740.2753333333333
147,1,2048,512,2048,160.0,1722.1403333333335,,,1722.1403333333335,1740.2753333333333,,,1740.2753333333333
148,1,2048,512,2048,196.0,1719.7216666666666,,,1719.7216666666666,1740.2753333333333,,,1740.2753333333333
149,1,2048,512,2048,32.0,19081.555666666667,,,19081.555666666667,1740.2753333333333,,,1740.2753333333333
150,1,2048,512,2048,64.0,9515.572999999999,,,9515.572999999999,1740.2753333333333,,,1740.2753333333333
151,1,2048,512,2048,304.0,1740.2753333333333,,,1740.2753333333333,1740.2753333333333,,,1740.2753333333333
152,1,2048,512,256,128.0,689.0970000000001,,,689.0970000000001,265.0063333333333,,,265.0063333333333
153,1,2048,512,256,160.0,265.75466666666665,,,265.75466666666665,265.0063333333333,,,265.0063333333333
154,1,2048,512,256,196.0,265.88866666666667,,,265.88866666666667,265.0063333333333,,,265.0063333333333
155,1,2048,512,256,224.0,265.2333333333333,,,265.2333333333333,265.0063333333333,,,265.0063333333333
156,1,2048,512,256,32.0,2952.2083333333335,,,2952.2083333333335,265.0063333333333,,,265.0063333333333
157,1,2048,512,256,64.0,1487.0026666666665,,,1487.0026666666665,265.0063333333333,,,265.0063333333333
158,1,2048,512,256,304.0,265.0063333333333,,,265.0063333333333,265.0063333333333,,,265.0063333333333
159,1,2048,512,4096,128.0,8732.368666666667,,,8732.368666666667,3348.6083333333336,,,3348.6083333333336
160,1,2048,512,4096,160.0,3342.5823333333333,,,3342.5823333333333,3348.6083333333336,,,3348.6083333333336
161,1,2048,512,4096,196.0,3344.479333333333,,,3344.479333333333,3348.6083333333336,,,3348.6083333333336
162,1,2048,512,4096,32.0,37401.157666666666,,,37401.157666666666,3348.6083333333336,,,3348.6083333333336
163,1,2048,512,4096,64.0,18849.448,,,18849.448,3348.6083333333336,,,3348.6083333333336
164,1,2048,512,4096,304.0,3348.6083333333336,,,3348.6083333333336,3348.6083333333336,,,3348.6083333333336
165,1,2048,512,512,128.0,1227.863,,,1227.863,468.9266666666667,,,468.9266666666667
166,1,2048,512,512,160.0,467.22866666666664,,,467.22866666666664,468.9266666666667,,,468.9266666666667
