,mode,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_prefill_duration_us
296,prefill_and_decode,16.0,1024.0,128.0,2048.0,32.0,,,,689.8323333333334,1809.394
297,prefill_and_decode,16.0,1024.0,128.0,2048.0,64.0,,,,334.7126666666666,2003.8786666666667
298,prefill_and_decode,16.0,1024.0,128.0,2048.0,96.0,,,,221.9476666666667,2321.525666666667
299,prefill_and_decode,16.0,1024.0,128.0,2048.0,304.0,,,,117.65599999999999,1672.1866666666667
300,prefill_and_decode,16.0,1024.0,128.0,256.0,128.0,,,,35.855333333333334,2760.6766666666667
301,prefill_and_decode,16.0,1024.0,128.0,256.0,160.0,,,,19.805333333333337,3420.2393333333334
302,prefill_and_decode,16.0,1024.0,128.0,256.0,32.0,,,,106.48366666666668,1805.8253333333334
303,prefill_and_decode,16.0,1024.0,128.0,256.0,64.0,,,,53.08133333333333,2009.01
304,prefill_and_decode,16.0,1024.0,128.0,256.0,96.0,,,,35.94866666666667,2322.207
305,prefill_and_decode,16.0,1024.0,128.0,256.0,304.0,,,,20.219333333333335,1622.1516666666666
306,prefill_and_decode,16.0,1024.0,128.0,4096.0,128.0,,,,433.31166666666667,2762.1873333333333
307,prefill_and_decode,16.0,1024.0,128.0,4096.0,160.0,,,,218.76733333333334,3423.6343333333334
308,prefill_and_decode,16.0,1024.0,128.0,4096.0,32.0,,,,1370.429,1820.4856666666667
309,prefill_and_decode,16.0,1024.0,128.0,4096.0,64.0,,,,659.4423333333333,2003.5046666666667
310,prefill_and_decode,16.0,1024.0,128.0,4096.0,96.0,,,,435.36966666666666,2324.8259999999996
311,prefill_and_decode,16.0,1024.0,128.0,4096.0,304.0,,,,230.95466666666667,1718.1046666666668
312,prefill_and_decode,16.0,1024.0,128.0,512.0,128.0,,,,63.011,2762.427333333333
313,prefill_and_decode,16.0,1024.0,128.0,512.0,160.0,,,,32.260333333333335,3421.91
