,mode,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_us,avg_decode_duration_us,avg_prefill_duration_us
1126,decode,4,4096,256,1024,64.0,2470.4796666666666,,
1127,decode,4,4096,256,1024,304.0,463.9816666666666,,
1128,decode,4,4096,256,2048,128.0,2177.020666666667,,
1129,decode,4,4096,256,2048,32.0,9516.577333333333,,
1130,decode,4,4096,256,2048,64.0,4767.014666666666,,
1131,decode,4,4096,256,2048,304.0,903.9083333333334,,
1132,decode,4,4096,256,256,128.0,344.3476666666667,,
1133,decode,4,4096,256,256,32.0,1483.1133333333335,,
1134,decode,4,4096,256,256,64.0,755.7959999999999,,
1135,decode,4,4096,256,256,304.0,143.20766666666668,,
1136,decode,4,4096,256,4096,128.0,4301.871,,
1137,decode,4,4096,256,4096,32.0,18739.995666666666,,
1138,decode,4,4096,256,4096,64.0,9372.324666666667,,
1139,decode,4,4096,256,4096,304.0,1803.6203333333333,,
1140,decode,4,4096,256,512,128.0,606.802,,
1141,decode,4,4096,256,512,32.0,2630.018,,
1142,decode,4,4096,256,512,64.0,1334.1326666666666,,
1143,decode,4,4096,256,512,304.0,250.92100000000002,,
1144,decode,4,4096,32,1024,128.0,170.24333333333334,,
1145,decode,4,4096,32,1024,32.0,635.6276666666666,,
1146,decode,4,4096,32,1024,64.0,337.7463333333333,,
1147,decode,4,4096,32,1024,304.0,60.75233333333333,,
1148,decode,4,4096,32,2048,128.0,327.21500000000003,,
1149,decode,4,4096,32,2048,32.0,1247.067,,
1150,decode,4,4096,32,2048,64.0,663.3846666666667,,
1151,decode,4,4096,32,2048,304.0,113.60666666666667,,
1152,decode,4,4096,32,256,128.0,67.26033333333334,,
1153,decode,4,4096,32,256,32.0,191.38466666666667,,
1154,decode,4,4096,32,256,64.0,102.22033333333333,,
1155,decode,4,4096,32,256,304.0,19.71166666666667,,
1156,decode,4,4096,32,4096,128.0,654.244,,
1157,decode,4,4096,32,4096,32.0,2407.2816666666663,,
1158,decode,4,4096,32,4096,64.0,1298.304,,
1159,decode,4,4096,32,4096,304.0,221.45333333333335,,
1160,decode,4,4096,32,512,128.0,91.623,,
1161,decode,4,4096,32,512,32.0,338.989,,
1162,decode,4,4096,32,512,64.0,180.35933333333332,,
1163,decode,4,4096,32,512,304.0,32.901666666666664,,
1164,decode,4,4096,512,1024,128.0,2289.237,,
1165,decode,4,4096,512,1024,32.0,9843.938333333334,,
1166,decode,4,4096,512,1024,64.0,4922.61,,
1167,decode,4,4096,512,1024,304.0,889.8363333333333,,
1168,decode,4,4096,512,2048,128.0,4420.207333333333,,
1169,decode,4,4096,512,2048,32.0,19083.506666666668,,
1170,decode,4,4096,512,2048,64.0,9519.822666666667,,
1171,decode,4,4096,512,2048,304.0,1753.4116666666666,,
1172,decode,4,4096,512,256,128.0,692.9723333333333,,
1173,decode,4,4096,512,256,32.0,2968.0573333333327,,
1174,decode,4,4096,512,256,64.0,1504.723,,
1175,decode,4,4096,512,256,304.0,266.9576666666666,,
1176,decode,4,4096,512,4096,128.0,8717.642,,
1177,decode,4,4096,512,4096,32.0,37416.740333333335,,
1178,decode,4,4096,512,4096,64.0,18844.571,,
1179,decode,4,4096,512,4096,304.0,3349.075666666666,,
1180,decode,4,4096,512,512,128.0,1226.4066666666668,,
1181,decode,4,4096,512,512,32.0,5268.014,,
1182,decode,4,4096,512,512,64.0,2630.9133333333334,,
1183,decode,4,4096,512,512,304.0,467.7103333333334,,
1184,decode,4,4096,64,1024,128.0,284.237,,
1185,decode,4,4096,64,1024,32.0,1269.0236666666667,,
1186,decode,4,4096,64,1024,64.0,619.0833333333333,,
1187,decode,4,4096,64,1024,304.0,117.74966666666667,,
1188,decode,4,4096,64,2048,128.0,546.53,,
1189,decode,4,4096,64,2048,32.0,2413.5499999999997,,
1190,decode,4,4096,64,2048,64.0,1213.296,,
1191,decode,4,4096,64,2048,304.0,224.795,,
1192,decode,4,4096,64,256,128.0,86.81166666666667,,
1193,decode,4,4096,64,256,32.0,375.873,,
1194,decode,4,4096,64,256,64.0,187.255,,
1195,decode,4,4096,64,256,304.0,37.88666666666666,,
1196,decode,4,4096,64,4096,128.0,1080.5923333333333,,
1197,decode,4,4096,64,4096,32.0,4743.667666666667,,
1198,decode,4,4096,64,4096,64.0,2340.0203333333334,,
1199,decode,4,4096,64,4096,304.0,455.589,,
1200,decode,4,4096,64,512,128.0,152.64266666666666,,
1201,decode,4,4096,64,512,32.0,667.2333333333332,,
1202,decode,4,4096,64,512,64.0,330.79699999999997,,
1203,decode,4,4096,64,512,304.0,64.01299999999999,,
1204,decode,4,512,128,1024,128.0,565.895,,
1205,decode,4,512,128,1024,32.0,2478.9653333333335,,
1206,decode,4,512,128,1024,64.0,1254.7913333333333,,
1207,decode,4,512,128,1024,304.0,232.82600000000002,,
1208,decode,4,512,128,2048,128.0,1110.18,,
1209,decode,4,512,128,2048,32.0,4790.695666666667,,
1210,decode,4,512,128,2048,64.0,2380.9943333333335,,
1211,decode,4,512,128,2048,304.0,447.16966666666667,,
1212,decode,4,512,128,256,128.0,171.39233333333334,,
1213,decode,4,512,128,256,32.0,754.0586666666667,,
1214,decode,4,512,128,256,64.0,371.3296666666667,,
1215,decode,4,512,128,256,304.0,71.88466666666666,,
1216,decode,4,512,128,4096,128.0,2136.6093333333333,,
1217,decode,4,512,128,4096,32.0,9417.198666666667,,
1218,decode,4,512,128,4096,64.0,4673.2390000000005,,
1219,decode,4,512,128,4096,304.0,882.9003333333334,,
1220,decode,4,512,128,512,128.0,302.45233333333334,,
1221,decode,4,512,128,512,32.0,1326.5020000000002,,
1222,decode,4,512,128,512,64.0,658.1993333333334,,
1223,decode,4,512,128,512,304.0,125.28699999999999,,
1224,decode,4,512,256,1024,128.0,1149.883,,
1225,decode,4,512,256,1024,32.0,4922.596666666666,,
1226,decode,4,512,256,1024,64.0,2466.3633333333337,,
1227,decode,4,512,256,1024,304.0,463.7816666666667,,
1228,decode,4,512,256,2048,128.0,2186.7893333333336,,
1229,decode,4,512,256,2048,32.0,9511.552000000001,,
1230,decode,4,512,256,2048,64.0,4768.057,,
1231,decode,4,512,256,2048,304.0,907.276,,
1232,decode,4,512,256,256,128.0,342.0896666666667,,
1233,decode,4,512,256,256,32.0,1495.2476666666669,,
1234,decode,4,512,256,256,64.0,746.1743333333334,,
1235,decode,4,512,256,256,304.0,141.524,,
1236,decode,4,512,256,4096,128.0,4290.952333333334,,
1237,decode,4,512,256,4096,32.0,18709.111666666668,,
1238,decode,4,512,256,4096,64.0,9364.118999999999,,
1239,decode,4,512,256,4096,304.0,1768.0453333333335,,
1240,decode,4,512,256,512,128.0,603.381,,
1241,decode,4,512,256,512,32.0,2622.0130000000004,,
1242,decode,4,512,256,512,64.0,1321.544,,
1243,decode,4,512,256,512,304.0,248.96966666666665,,
1244,decode,4,512,32,1024,128.0,169.97566666666668,,
1245,decode,4,512,32,1024,32.0,634.7456666666667,,
1246,decode,4,512,32,1024,64.0,337.0113333333333,,
1247,decode,4,512,32,1024,304.0,59.75,,
1248,decode,4,512,32,2048,128.0,327.22833333333335,,
1249,decode,4,512,32,2048,32.0,1246.6123333333335,,
1250,decode,4,512,32,2048,64.0,650.769,,
1251,decode,4,512,32,2048,304.0,114.50166666666667,,
1252,decode,4,512,32,256,128.0,51.77166666666667,,
1253,decode,4,512,32,256,196.0,20.473333333333333,,
1254,decode,4,512,32,256,32.0,189.92766666666668,,
1255,decode,4,512,32,256,64.0,101.392,,
1256,decode,4,512,32,256,304.0,20.099333333333334,,
1257,decode,4,512,32,4096,128.0,652.466,,
1258,decode,4,512,32,4096,32.0,2405.704666666667,,
1259,decode,4,512,32,4096,64.0,1297.3823333333332,,
1260,decode,4,512,32,4096,304.0,220.9053333333333,,
1261,decode,4,512,32,512,128.0,91.31566666666667,,
1262,decode,4,512,32,512,32.0,337.8933333333334,,
1263,decode,4,512,32,512,64.0,179.85133333333337,,
1264,decode,4,512,32,512,304.0,33.744,,
1265,decode,4,512,512,1024,128.0,2284.3986666666665,,
1266,decode,4,512,512,1024,32.0,9831.670333333333,,
1267,decode,4,512,512,1024,64.0,4914.551666666667,,
1268,decode,4,512,512,1024,304.0,893.6713333333333,,
1269,decode,4,512,512,2048,128.0,4419.753666666667,,
1270,decode,4,512,512,2048,32.0,19067.539333333334,,
1271,decode,4,512,512,2048,64.0,9529.498,,
1272,decode,4,512,512,2048,304.0,1710.594,,
1273,decode,4,512,512,256,128.0,699.0533333333333,,
1274,decode,4,512,512,256,32.0,2953.01,,
1275,decode,4,512,512,256,64.0,1490.5436666666667,,
1276,decode,4,512,512,256,304.0,265.9153333333333,,
1277,decode,4,512,512,4096,128.0,8705.08,,
1278,decode,4,512,512,4096,32.0,37384.413,,
1279,decode,4,512,512,4096,64.0,18815.918666666665,,
1280,decode,4,512,512,4096,304.0,3360.917,,
1281,decode,4,512,512,512,128.0,1219.5376666666668,,
1282,decode,4,512,512,512,32.0,5253.6213333333335,,
1283,decode,4,512,512,512,64.0,2621.1036666666664,,
1284,decode,4,512,512,512,304.0,466.6543333333334,,
1285,decode,4,512,64,1024,128.0,283.542,,
1286,decode,4,512,64,1024,32.0,1270.2533333333333,,
1287,decode,4,512,64,1024,64.0,617.266,,
1288,decode,4,512,64,1024,304.0,117.32166666666666,,
1289,decode,4,512,64,2048,128.0,545.5146666666667,,
1290,decode,4,512,64,2048,32.0,2411.9733333333334,,
1291,decode,4,512,64,2048,64.0,1212.5746666666666,,
1292,decode,4,512,64,2048,304.0,224.24599999999998,,
1293,decode,4,512,64,256,128.0,86.31766666666665,,
1294,decode,4,512,64,256,32.0,373.334,,
1295,decode,4,512,64,256,64.0,186.17233333333334,,
1296,decode,4,512,64,256,304.0,37.72666666666667,,
1297,decode,4,512,64,4096,128.0,1091.858,,
1298,decode,4,512,64,4096,32.0,4739.390333333333,,
1299,decode,4,512,64,4096,64.0,2338.2303333333334,,
1300,decode,4,512,64,4096,304.0,438.63033333333334,,
1301,decode,4,512,64,512,128.0,151.98766666666668,,
1302,decode,4,512,64,512,32.0,675.5726666666666,,
1303,decode,4,512,64,512,64.0,329.5403333333333,,
1304,decode,4,512,64,512,304.0,63.73266666666667,,
1305,decode,8,1024,128,1024,128.0,565.7076666666667,,
1306,decode,8,1024,128,1024,32.0,2477.9896666666664,,
1307,decode,8,1024,128,1024,64.0,1255.9806666666666,,
1308,decode,8,1024,128,1024,304.0,232.97333333333333,,
1309,decode,8,1024,128,2048,128.0,1101.4669999999999,,
1310,decode,8,1024,128,2048,32.0,4790.736333333333,,
1311,decode,8,1024,128,2048,64.0,2381.596666666667,,
1312,decode,8,1024,128,2048,304.0,447.9046666666666,,
1313,decode,8,1024,128,256,128.0,171.93966666666665,,
1314,decode,8,1024,128,256,32.0,756.8653333333333,,
1315,decode,8,1024,128,256,64.0,372.305,,
1316,decode,8,1024,128,256,304.0,72.84666666666666,,
1317,decode,8,1024,128,4096,128.0,2136.9566666666665,,
1318,decode,8,1024,128,4096,32.0,9416.182999999999,,
1319,decode,8,1024,128,4096,64.0,4675.711666666666,,
1320,decode,8,1024,128,4096,304.0,890.3306666666666,,
1321,decode,8,1024,128,512,128.0,303.06666666666666,,
1322,decode,8,1024,128,512,32.0,1339.7456666666667,,
1323,decode,8,1024,128,512,64.0,668.8636666666666,,
1324,decode,8,1024,128,512,304.0,125.928,,
1325,decode,8,1024,256,1024,128.0,1141.1703333333335,,
1326,decode,8,1024,256,1024,32.0,4922.917333333333,,
1327,decode,8,1024,256,1024,64.0,2467.9,,
1328,decode,8,1024,256,1024,304.0,462.83233333333334,,
1329,decode,8,1024,256,2048,128.0,2186.8963333333336,,
1330,decode,8,1024,256,2048,32.0,9517.980333333333,,
1331,decode,8,1024,256,2048,64.0,4765.718,,
1332,decode,8,1024,256,2048,304.0,902.4516666666667,,
1333,decode,8,1024,256,256,128.0,342.98499999999996,,
1334,decode,8,1024,256,256,32.0,1499.8190000000002,,
1335,decode,8,1024,256,256,64.0,744.5299999999999,,
1336,decode,8,1024,256,256,304.0,142.486,,
1337,decode,8,1024,256,4096,128.0,4297.755,,
1338,decode,8,1024,256,4096,32.0,18713.614666666665,,
1339,decode,8,1024,256,4096,64.0,9394.722333333333,,
1340,decode,8,1024,256,4096,304.0,1774.8746666666666,,
1341,decode,8,1024,256,512,128.0,744.8649999999999,,
1342,decode,8,1024,256,512,32.0,2625.9816666666666,,
1343,decode,8,1024,256,512,64.0,1337.5136666666667,,
1344,decode,8,1024,256,512,304.0,248.59533333333331,,
1345,decode,8,1024,32,1024,128.0,170.49666666666667,,
1346,decode,8,1024,32,1024,32.0,634.986,,
1347,decode,8,1024,32,1024,64.0,337.519,,
1348,decode,8,1024,32,1024,304.0,60.12433333333333,,
1349,decode,8,1024,32,2048,128.0,327.4696666666667,,
1350,decode,8,1024,32,2048,32.0,1235.3999999999999,,
1351,decode,8,1024,32,2048,64.0,650.5823333333334,,
1352,decode,8,1024,32,2048,304.0,114.55533333333334,,
1353,decode,8,1024,32,256,128.0,51.90566666666666,,
1354,decode,8,1024,32,256,32.0,190.59633333333332,,
1355,decode,8,1024,32,256,64.0,101.56599999999999,,
1356,decode,8,1024,32,256,304.0,19.712,,
1357,decode,8,1024,32,4096,128.0,642.9780000000001,,
1358,decode,8,1024,32,4096,32.0,2416.8496666666665,,
1359,decode,8,1024,32,4096,64.0,1298.9856666666667,,
1360,decode,8,1024,32,4096,304.0,221.41333333333333,,
1361,decode,8,1024,32,512,128.0,91.182,,
1362,decode,8,1024,32,512,32.0,338.4546666666667,,
1363,decode,8,1024,32,512,64.0,180.03866666666667,,
1364,decode,8,1024,32,512,304.0,33.757,,
1365,decode,8,1024,512,1024,128.0,2278.7726666666667,,
1366,decode,8,1024,512,1024,32.0,9854.964,,
1367,decode,8,1024,512,1024,64.0,4936.696,,
1368,decode,8,1024,512,1024,304.0,887.8983333333332,,
1369,decode,8,1024,512,2048,128.0,4413.605333333333,,
1370,decode,8,1024,512,2048,32.0,19045.57933333333,,
1371,decode,8,1024,512,2048,64.0,9554.849666666667,,
1372,decode,8,1024,512,2048,304.0,1715.5916666666665,,
1373,decode,8,1024,512,256,128.0,701.3113333333334,,
1374,decode,8,1024,512,256,32.0,2966.1066666666666,,
1375,decode,8,1024,512,256,64.0,1495.0469999999998,,
1376,decode,8,1024,512,256,304.0,265.68733333333336,,
1377,decode,8,1024,512,4096,128.0,8712.750666666667,,
1378,decode,8,1024,512,4096,32.0,37515.018000000004,,
1379,decode,8,1024,512,4096,64.0,18780.664666666667,,
1380,decode,8,1024,512,4096,304.0,3354.128,,
1381,decode,8,1024,512,512,128.0,1234.4920000000002,,
1382,decode,8,1024,512,512,32.0,5250.854333333334,,
1383,decode,8,1024,512,512,64.0,2626.503,,
1384,decode,8,1024,512,512,304.0,467.45666666666665,,
1385,decode,8,1024,64,1024,128.0,283.9963333333333,,
1386,decode,8,1024,64,1024,32.0,1269.358,,
1387,decode,8,1024,64,1024,64.0,618.3213333333333,,
1388,decode,8,1024,64,1024,304.0,117.30866666666667,,
1389,decode,8,1024,64,2048,128.0,545.8886666666666,,
1390,decode,8,1024,64,2048,32.0,2412.9753333333333,,
1391,decode,8,1024,64,2048,64.0,1213.684,,
1392,decode,8,1024,64,2048,304.0,225.54266666666663,,
1393,decode,8,1024,64,256,128.0,86.625,,
1394,decode,8,1024,64,256,32.0,374.791,,
1395,decode,8,1024,64,256,64.0,186.45366666666666,,
1396,decode,8,1024,64,256,304.0,37.458666666666666,,
1397,decode,8,1024,64,4096,128.0,1080.593,,
1398,decode,8,1024,64,4096,32.0,4743.307,,
1399,decode,8,1024,64,4096,64.0,2339.860666666667,,
1400,decode,8,1024,64,4096,304.0,438.38966666666664,,
1401,decode,8,1024,64,512,128.0,152.42866666666666,,
1402,decode,8,1024,64,512,32.0,677.2163333333333,,
1403,decode,8,1024,64,512,64.0,329.91433333333333,,
1404,decode,8,1024,64,512,304.0,64.54733333333333,,
1405,decode,8,2048,128,1024,128.0,566.3760000000001,,
1406,decode,8,2048,128,1024,32.0,2481.237333333333,,
1407,decode,8,2048,128,1024,64.0,1257.1296666666667,,
1408,decode,8,2048,128,1024,304.0,233.01333333333332,,
1409,decode,8,2048,128,2048,128.0,1111.0753333333334,,
1410,decode,8,2048,128,2048,32.0,4790.362,,
1411,decode,8,2048,128,2048,64.0,2383.4403333333335,,
1412,decode,8,2048,128,2048,304.0,447.811,,
1413,decode,8,2048,128,256,128.0,240.73733333333334,,
1414,decode,8,2048,128,256,32.0,758.6556666666667,,
1415,decode,8,2048,128,256,64.0,373.66799999999995,,
1416,decode,8,2048,128,256,304.0,73.31466666666665,,
1417,decode,8,2048,128,4096,128.0,2148.222333333333,,
1418,decode,8,2048,128,4096,32.0,9409.421,,
1419,decode,8,2048,128,4096,64.0,4677.5960000000005,,
1420,decode,8,2048,128,4096,304.0,893.9119999999999,,
1421,decode,8,2048,128,512,128.0,303.84233333333333,,
1422,decode,8,2048,128,512,32.0,1335.8029999999999,,
1423,decode,8,2048,128,512,64.0,668.289,,
1424,decode,8,2048,128,512,304.0,127.25133333333333,,
1425,decode,8,2048,256,1024,128.0,1151.7543333333333,,
1426,decode,8,2048,256,1024,32.0,4925.670333333333,,
1427,decode,8,2048,256,1024,64.0,2470.346,,
1428,decode,8,2048,256,1024,304.0,464.54299999999995,,
1429,decode,8,2048,256,2048,128.0,2189.0483333333336,,
1430,decode,8,2048,256,2048,32.0,9518.314666666667,,
1431,decode,8,2048,256,2048,64.0,4767.509,,
1432,decode,8,2048,256,2048,304.0,899.8723333333334,,
1433,decode,8,2048,256,256,128.0,344.3883333333333,,
1434,decode,8,2048,256,256,32.0,1504.1616666666669,,
1435,decode,8,2048,256,256,64.0,753.4303333333334,,
1436,decode,8,2048,256,256,304.0,143.475,,
1437,decode,8,2048,256,4096,128.0,4291.9276666666665,,
1438,decode,8,2048,256,4096,32.0,18714.136,,
1439,decode,8,2048,256,4096,64.0,9380.743666666667,,
1440,decode,8,2048,256,4096,304.0,1803.6336666666666,,
1441,decode,8,2048,256,512,128.0,662.61,,
1442,decode,8,2048,256,512,32.0,2627.9199999999996,,
1443,decode,8,2048,256,512,64.0,1331.7543333333333,,
1444,decode,8,2048,256,512,304.0,249.985,,
1445,decode,8,2048,32,1024,128.0,170.363,,
1446,decode,8,2048,32,1024,32.0,646.6263333333333,,
1447,decode,8,2048,32,1024,64.0,337.94666666666666,,
1448,decode,8,2048,32,1024,304.0,61.14033333333333,,
1449,decode,8,2048,32,2048,128.0,328.0973333333333,,
1450,decode,8,2048,32,2048,32.0,1247.0136666666667,,
1451,decode,8,2048,32,2048,64.0,662.9836666666666,,
1452,decode,8,2048,32,2048,304.0,114.28833333333334,,
1453,decode,8,2048,32,256,128.0,51.919000000000004,,
1454,decode,8,2048,32,256,32.0,191.21033333333332,,
1455,decode,8,2048,32,256,64.0,101.85966666666667,,
1456,decode,8,2048,32,256,304.0,19.645,,
1457,decode,8,2048,32,4096,128.0,653.6156666666667,,
1458,decode,8,2048,32,4096,32.0,2409.5533333333337,,
1459,decode,8,2048,32,4096,64.0,1298.371,,
1460,decode,8,2048,32,4096,304.0,220.46466666666666,,
1461,decode,8,2048,32,512,128.0,91.59633333333333,,
1462,decode,8,2048,32,512,32.0,339.9113333333333,,
1463,decode,8,2048,32,512,64.0,180.76066666666665,,
1464,decode,8,2048,32,512,304.0,33.87766666666666,,
1465,decode,8,2048,512,1024,128.0,2290.3326666666667,,
1466,decode,8,2048,512,1024,32.0,9839.635666666667,,
1467,decode,8,2048,512,1024,64.0,4923.719,,
1468,decode,8,2048,512,1024,304.0,882.285,,
1469,decode,8,2048,512,2048,128.0,4419.084333333333,,
1470,decode,8,2048,512,2048,32.0,19069.554333333333,,
1471,decode,8,2048,512,2048,64.0,9531.154999999999,,
1472,decode,8,2048,512,2048,304.0,1705.5289999999998,,
1473,decode,8,2048,512,256,128.0,693.721,,
1474,decode,8,2048,512,256,32.0,2968.6856666666667,,
1475,decode,8,2048,512,256,64.0,1499.4440000000002,,
1476,decode,8,2048,512,256,304.0,267.33133333333336,,
1477,decode,8,2048,512,4096,128.0,8729.603333333333,,
1478,decode,8,2048,512,4096,32.0,37417.79566666667,,
1479,decode,8,2048,512,4096,64.0,18839.626666666667,,
1480,decode,8,2048,512,4096,304.0,3351.040333333333,,
1481,decode,8,2048,512,512,128.0,1231.3243333333332,,
1482,decode,8,2048,512,512,32.0,5268.695333333334,,
1483,decode,8,2048,512,512,64.0,2630.565666666667,,
1484,decode,8,2048,512,512,304.0,467.60366666666664,,
1485,decode,8,2048,64,1024,128.0,284.7316666666666,,
1486,decode,8,2048,64,1024,32.0,1271.429,,
1487,decode,8,2048,64,1024,64.0,630.6030000000001,,
1488,decode,8,2048,64,1024,304.0,118.11,,
1489,decode,8,2048,64,2048,128.0,546.1696666666667,,
1490,decode,8,2048,64,2048,32.0,2414.0840000000003,,
1491,decode,8,2048,64,2048,64.0,1213.2966666666669,,
1492,decode,8,2048,64,2048,304.0,225.74366666666666,,
1493,decode,8,2048,64,256,128.0,86.90566666666666,,
1494,decode,8,2048,64,256,32.0,375.9536666666666,,
1495,decode,8,2048,64,256,64.0,186.92099999999996,,
1496,decode,8,2048,64,256,304.0,37.19133333333334,,
1497,decode,8,2048,64,4096,128.0,1091.6583333333335,,
1498,decode,8,2048,64,4096,32.0,4739.524333333334,,
1499,decode,8,2048,64,4096,64.0,2339.767,,
1500,decode,8,2048,64,4096,304.0,440.24766666666665,,
1501,decode,8,2048,64,512,128.0,152.93699999999998,,
1502,decode,8,2048,64,512,32.0,666.5383333333334,,
1503,decode,8,2048,64,512,64.0,330.7303333333333,,
1504,decode,8,2048,64,512,304.0,64.97533333333332,,
1505,decode,8,256,128,1024,128.0,564.7853333333333,,
1506,decode,8,256,128,1024,32.0,2475.1563333333334,,
1507,decode,8,256,128,1024,64.0,1254.2030000000002,,
1508,decode,8,256,128,1024,304.0,232.639,,
1509,decode,8,256,128,2048,128.0,1111.1419999999998,,
1510,decode,8,256,128,2048,32.0,4788.504666666667,,
1511,decode,8,256,128,2048,64.0,2380.5536666666667,,
1512,decode,8,256,128,2048,304.0,447.07633333333337,,
1513,decode,8,256,128,256,128.0,171.312,,
1514,decode,8,256,128,256,32.0,750.6909999999999,,
1515,decode,8,256,128,256,64.0,371.049,,
1516,decode,8,256,128,256,304.0,72.59233333333334,,
1517,decode,8,256,128,4096,128.0,2136.9696666666664,,
1518,decode,8,256,128,4096,32.0,9411.160666666668,,
1519,decode,8,256,128,4096,64.0,4676.981,,
1520,decode,8,256,128,4096,304.0,896.1703333333334,,
1521,decode,8,256,128,512,128.0,302.559,,
1522,decode,8,256,128,512,32.0,1332.1546666666666,,
1523,decode,8,256,128,512,64.0,657.959,,
1524,decode,8,256,128,512,304.0,126.31599999999999,,
1525,decode,8,256,256,1024,128.0,1149.323,,
1526,decode,8,256,256,1024,32.0,4919.3893333333335,,
1527,decode,8,256,256,1024,64.0,2464.987,,
1528,decode,8,256,256,1024,304.0,463.5806666666667,,
1529,decode,8,256,256,2048,128.0,2185.8813333333333,,
1530,decode,8,256,256,2048,32.0,9506.420333333333,,
1531,decode,8,256,256,2048,64.0,4759.8516666666665,,
1532,decode,8,256,256,2048,304.0,916.6179999999999,,
1533,decode,8,256,256,256,128.0,380.0426666666667,,
1534,decode,8,256,256,256,32.0,1480.0796666666668,,
1535,decode,8,256,256,256,64.0,742.8193333333334,,
1536,decode,8,256,256,256,304.0,141.65733333333333,,
1537,decode,8,256,256,4096,128.0,4299.598333333333,,
1538,decode,8,256,256,4096,32.0,18704.460333333336,,
1539,decode,8,256,256,4096,64.0,9374.689333333334,,
1540,decode,8,256,256,4096,304.0,1794.3323333333335,,
1541,decode,8,256,256,512,128.0,604.9976666666668,,
1542,decode,8,256,256,512,32.0,2621.2376666666664,,
1543,decode,8,256,256,512,64.0,1329.3346666666666,,
1544,decode,8,256,256,512,304.0,248.769,,
1545,decode,8,256,32,1024,128.0,170.216,,
1546,decode,8,256,32,1024,32.0,634.7323333333334,,
1547,decode,8,256,32,1024,64.0,337.412,,
1548,decode,8,256,32,1024,304.0,59.549333333333344,,
1549,decode,8,256,32,2048,128.0,327.0946666666667,,
1550,decode,8,256,32,2048,32.0,1246.2113333333334,,
1551,decode,8,256,32,2048,64.0,661.6473333333333,,
1552,decode,8,256,32,2048,304.0,113.83366666666666,,
1553,decode,8,256,32,256,128.0,51.82533333333333,,
1554,decode,8,256,32,256,196.0,19.417999999999996,,
1555,decode,8,256,32,256,32.0,190.19533333333334,,
1556,decode,8,256,32,256,64.0,101.48566666666666,,
1557,decode,8,256,32,256,304.0,19.538333333333334,,
1558,decode,8,256,32,4096,128.0,641.802,,
1559,decode,8,256,32,4096,32.0,2406.3463333333334,,
1560,decode,8,256,32,4096,64.0,1298.4513333333334,,
1561,decode,8,256,32,4096,304.0,221.54700000000003,,
1562,decode,8,256,32,512,128.0,93.053,,
1563,decode,8,256,32,512,32.0,337.9596666666667,,
1564,decode,8,256,32,512,64.0,179.49066666666667,,
1565,decode,8,256,32,512,304.0,33.61,,
1566,decode,8,256,512,1024,128.0,2274.282333333333,,
1567,decode,8,256,512,1024,32.0,9833.127333333332,,
1568,decode,8,256,512,1024,64.0,4912.788333333333,,
1569,decode,8,256,512,1024,304.0,890.0896666666667,,
1570,decode,8,256,512,2048,128.0,4415.408,,
1571,decode,8,256,512,2048,32.0,19070.693666666666,,
1572,decode,8,256,512,2048,64.0,9515.239,,
1573,decode,8,256,512,2048,304.0,1700.8246666666666,,
1574,decode,8,256,512,256,128.0,693.1059999999999,,
1575,decode,8,256,512,256,32.0,2953.116666666667,,
1576,decode,8,256,512,256,64.0,1495.515333333333,,
1577,decode,8,256,512,256,304.0,265.3806666666667,,
1578,decode,8,256,512,4096,128.0,8688.442000000001,,
1579,decode,8,256,512,4096,32.0,37411.18066666666,,
1580,decode,8,256,512,4096,64.0,18851.600000000002,,
1581,decode,8,256,512,4096,304.0,3344.226,,
1582,decode,8,256,512,512,128.0,1226.0456666666666,,
1583,decode,8,256,512,512,32.0,5254.716666666667,,
1584,decode,8,256,512,512,64.0,2623.5899999999997,,
1585,decode,8,256,512,512,304.0,471.13166666666666,,
1586,decode,8,256,64,1024,128.0,283.63599999999997,,
1587,decode,8,256,64,1024,32.0,1270.0396666666666,,
1588,decode,8,256,64,1024,64.0,617.2253333333333,,
1589,decode,8,256,64,1024,304.0,117.29533333333332,,
1590,decode,8,256,64,2048,128.0,545.942,,
1591,decode,8,256,64,2048,32.0,2413.2556666666665,,
1592,decode,8,256,64,2048,64.0,1202.2176666666667,,
1593,decode,8,256,64,2048,304.0,224.9416666666667,,
1594,decode,8,256,64,256,128.0,86.26400000000001,,
1595,decode,8,256,64,256,32.0,373.5346666666666,,
1596,decode,8,256,64,256,64.0,185.87833333333333,,
1597,decode,8,256,64,256,304.0,36.99099999999999,,
1598,decode,8,256,64,4096,128.0,1091.137,,
1599,decode,8,256,64,4096,32.0,4740.500333333333,,
1600,decode,8,256,64,4096,64.0,2339.82,,
1601,decode,8,256,64,4096,304.0,438.376,,
1602,decode,8,256,64,512,128.0,151.7603333333333,,
1603,decode,8,256,64,512,32.0,664.8009999999999,,
1604,decode,8,256,64,512,64.0,329.74100000000004,,
1605,decode,8,256,64,512,304.0,64.48066666666666,,
1606,decode,8,512,128,1024,128.0,564.8653333333333,,
1607,decode,8,512,128,1024,32.0,2473.9673333333335,,
1608,decode,8,512,128,1024,64.0,1244.4073333333333,,
1609,decode,8,512,128,1024,304.0,233.92166666666665,,
1610,decode,8,512,128,2048,128.0,1098.6203333333333,,
1611,decode,8,512,128,2048,32.0,4789.493666666666,,
