,mode,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_us,avg_decode_duration_us,avg_prefill_duration_us
2678,prefill,4,2048,512,256,128.0,22087.140333333333,,
2679,prefill,4,2048,512,256,32.0,14034.044666666667,,
2680,prefill,4,2048,512,256,64.0,15976.703333333333,,
2681,prefill,4,2048,512,256,304.0,12469.823666666665,,
2682,prefill,4,2048,512,4096,128.0,22072.775666666665,,
2683,prefill,4,2048,512,4096,32.0,14031.743666666667,,
2684,prefill,4,2048,512,4096,64.0,15988.823333333334,,
2685,prefill,4,2048,512,4096,304.0,12478.939333333334,,
2686,prefill,4,2048,512,512,128.0,22117.948333333334,,
2687,prefill,4,2048,512,512,32.0,14039.056000000002,,
2688,prefill,4,2048,512,512,64.0,15918.155666666666,,
2689,prefill,4,2048,512,512,304.0,12468.051,,
2690,prefill,4,2048,64,1024,128.0,22090.2,,
2691,prefill,4,2048,64,1024,32.0,14016.269666666665,,
2692,prefill,4,2048,64,1024,64.0,15932.549333333334,,
2693,prefill,4,2048,64,1024,304.0,12463.867666666665,,
2694,prefill,4,2048,64,2048,128.0,22055.549,,
2695,prefill,4,2048,64,2048,32.0,13983.052000000001,,
2696,prefill,4,2048,64,2048,64.0,16013.255333333333,,
2697,prefill,4,2048,64,2048,304.0,12468.649333333335,,
2698,prefill,4,2048,64,256,128.0,23391.73933333333,,
2699,prefill,4,2048,64,256,32.0,14010.723666666667,,
2700,prefill,4,2048,64,256,64.0,15925.103333333333,,
2701,prefill,4,2048,64,256,304.0,12457.57,,
2702,prefill,4,2048,64,4096,128.0,22138.216333333334,,
2703,prefill,4,2048,64,4096,32.0,14040.954,,
2704,prefill,4,2048,64,4096,64.0,16025.265333333335,,
2705,prefill,4,2048,64,4096,304.0,12444.275,,
2706,prefill,4,2048,64,512,128.0,22109.40966666667,,
2707,prefill,4,2048,64,512,32.0,14039.817666666668,,
2708,prefill,4,2048,64,512,64.0,15903.962999999998,,
2709,prefill,4,2048,64,512,304.0,12476.121,,
2710,prefill,4,256,128,1024,128.0,420.74899999999997,,
2711,prefill,4,256,128,1024,32.0,272.29,,
2712,prefill,4,256,128,1024,64.0,305.5926666666667,,
2713,prefill,4,256,128,1024,304.0,240.87133333333335,,
2714,prefill,4,256,128,2048,128.0,420.40166666666664,,
2715,prefill,4,256,128,2048,32.0,271.3813333333333,,
2716,prefill,4,256,128,2048,64.0,305.646,,
2717,prefill,4,256,128,2048,304.0,241.2586666666667,,
2718,prefill,4,256,128,256,128.0,420.7226666666667,,
2719,prefill,4,256,128,256,32.0,272.2093333333333,,
2720,prefill,4,256,128,256,64.0,306.08733333333333,,
2721,prefill,4,256,128,4096,128.0,421.28399999999993,,
2722,prefill,4,256,128,4096,32.0,272.2896666666666,,
2723,prefill,4,256,128,4096,64.0,305.8063333333334,,
2724,prefill,4,256,128,4096,304.0,242.62199999999999,,
2725,prefill,4,256,128,512,128.0,420.73600000000005,,
2726,prefill,4,256,128,512,32.0,272.664,,
2727,prefill,4,256,128,512,64.0,305.79299999999995,,
2728,prefill,4,256,128,512,304.0,241.84666666666666,,
2729,prefill,4,256,256,1024,128.0,420.295,,
2730,prefill,4,256,256,1024,32.0,272.40933333333334,,
2731,prefill,4,256,256,1024,64.0,305.8196666666667,,
2732,prefill,4,256,256,1024,304.0,242.78233333333333,,
2733,prefill,4,256,256,2048,128.0,421.04299999999995,,
2734,prefill,4,256,256,2048,32.0,271.9823333333333,,
2735,prefill,4,256,256,2048,64.0,305.4056666666667,,
2736,prefill,4,256,256,2048,304.0,242.95566666666664,,
2737,prefill,4,256,256,256,128.0,454.65333333333336,,
2738,prefill,4,256,256,256,32.0,271.9556666666667,,
2739,prefill,4,256,256,256,64.0,305.619,,
2740,prefill,4,256,256,256,304.0,242.729,,
2741,prefill,4,256,256,4096,128.0,420.816,,
2742,prefill,4,256,256,4096,32.0,272.12899999999996,,
2743,prefill,4,256,256,4096,64.0,305.5656666666667,,
2744,prefill,4,256,256,4096,304.0,242.4213333333333,,
2745,prefill,4,256,256,512,128.0,420.18800000000005,,
2746,prefill,4,256,256,512,32.0,272.30300000000005,,
2747,prefill,4,256,256,512,64.0,305.69966666666664,,
2748,prefill,4,256,256,512,304.0,241.6726666666667,,
2749,prefill,4,256,32,1024,128.0,420.8566666666666,,
2750,prefill,4,256,32,1024,32.0,272.78433333333334,,
2751,prefill,4,256,32,1024,64.0,305.8863333333333,,
2752,prefill,4,256,32,1024,304.0,241.246,,
2753,prefill,4,256,32,2048,128.0,420.29466666666667,,
2754,prefill,4,256,32,2048,32.0,272.08933333333334,,
2755,prefill,4,256,32,2048,64.0,305.6596666666666,,
2756,prefill,4,256,32,2048,304.0,242.38133333333334,,
2757,prefill,4,256,32,256,128.0,421.2036666666666,,
2758,prefill,4,256,32,256,196.0,241.27200000000002,,
2759,prefill,4,256,32,256,32.0,271.9153333333333,,
2760,prefill,4,256,32,256,64.0,305.6326666666667,,
2761,prefill,4,256,32,256,304.0,241.085,,
2762,prefill,4,256,32,4096,128.0,420.95,,
2763,prefill,4,256,32,4096,32.0,272.06266666666664,,
2764,prefill,4,256,32,4096,64.0,305.19166666666666,,
2765,prefill,4,256,32,4096,304.0,242.66166666666666,,
2766,prefill,4,256,32,512,128.0,579.5926666666668,,
2767,prefill,4,256,32,512,32.0,272.79733333333337,,
2768,prefill,4,256,32,512,64.0,305.52566666666667,,
2769,prefill,4,256,32,512,304.0,241.419,,
2770,prefill,4,256,512,1024,128.0,421.36366666666663,,
2771,prefill,4,256,512,1024,32.0,272.223,,
2772,prefill,4,256,512,1024,64.0,306.234,,
2773,prefill,4,256,512,1024,304.0,242.021,,
2774,prefill,4,256,512,2048,128.0,420.6556666666666,,
2775,prefill,4,256,512,2048,32.0,272.557,,
2776,prefill,4,256,512,2048,64.0,305.793,,
2777,prefill,4,256,512,2048,304.0,241.192,,
2778,prefill,4,256,512,256,128.0,420.682,,
2779,prefill,4,256,512,256,32.0,272.11566666666664,,
2780,prefill,4,256,512,256,64.0,305.59233333333333,,
2781,prefill,4,256,512,256,304.0,241.379,,
2782,prefill,4,256,512,4096,128.0,420.5623333333333,,
2783,prefill,4,256,512,4096,32.0,272.00866666666667,,
2784,prefill,4,256,512,4096,64.0,305.31166666666667,,
2785,prefill,4,256,512,4096,304.0,241.47299999999998,,
2786,prefill,4,256,512,512,128.0,421.1236666666667,,
2787,prefill,4,256,512,512,32.0,272.87733333333335,,
2788,prefill,4,256,512,512,64.0,476.74466666666666,,
2789,prefill,4,256,512,512,304.0,241.4993333333333,,
2790,prefill,4,256,64,1024,128.0,420.6556666666667,,
2791,prefill,4,256,64,1024,32.0,272.19633333333337,,
2792,prefill,4,256,64,1024,64.0,305.8196666666667,,
2793,prefill,4,256,64,1024,304.0,241.31199999999998,,
2794,prefill,4,256,64,2048,128.0,421.79133333333334,,
2795,prefill,4,256,64,2048,32.0,271.595,,
2796,prefill,4,256,64,2048,64.0,306.0736666666666,,
2797,prefill,4,256,64,2048,304.0,242.98300000000003,,
2798,prefill,4,256,64,256,128.0,422.35300000000007,,
2799,prefill,4,256,64,256,32.0,271.782,,
2800,prefill,4,256,64,256,64.0,305.84666666666664,,
2801,prefill,4,256,64,256,304.0,241.41866666666667,,
2802,prefill,4,256,64,4096,128.0,420.37533333333334,,
2803,prefill,4,256,64,4096,32.0,272.43699999999995,,
2804,prefill,4,256,64,4096,64.0,305.4856666666667,,
2805,prefill,4,256,64,4096,304.0,242.58166666666668,,
2806,prefill,4,256,64,512,128.0,421.4983333333333,,
2807,prefill,4,256,64,512,32.0,272.12933333333336,,
2808,prefill,4,256,64,512,64.0,305.60566666666665,,
2809,prefill,4,256,64,512,304.0,240.91133333333332,,
2810,prefill,4,4096,128,1024,128.0,85696.94533333334,,
2811,prefill,4,4096,128,1024,32.0,55040.91133333333,,
2812,prefill,4,4096,128,1024,64.0,62467.17333333333,,
2813,prefill,4,4096,128,1024,304.0,49200.99366666667,,
2814,prefill,4,4096,128,2048,128.0,85675.159,,
2815,prefill,4,4096,128,2048,32.0,55023.738333333335,,
2816,prefill,4,4096,128,2048,64.0,62393.473999999995,,
2817,prefill,4,4096,128,2048,304.0,49297.55766666667,,
2818,prefill,4,4096,128,256,128.0,91849.28933333333,,
2819,prefill,4,4096,128,256,32.0,54997.97333333333,,
2820,prefill,4,4096,128,256,64.0,62452.47933333333,,
2821,prefill,4,4096,128,256,304.0,49280.456666666665,,
2822,prefill,4,4096,128,4096,128.0,85659.80033333333,,
2823,prefill,4,4096,128,4096,32.0,54962.40233333333,,
2824,prefill,4,4096,128,4096,64.0,62426.68633333334,,
2825,prefill,4,4096,128,4096,304.0,49202.94466666667,,
2826,prefill,4,4096,128,512,128.0,85629.45866666667,,
2827,prefill,4,4096,128,512,32.0,54930.52533333333,,
2828,prefill,4,4096,128,512,64.0,62364.752,,
2829,prefill,4,4096,128,512,304.0,49226.361333333334,,
2830,prefill,4,4096,256,1024,128.0,85575.82699999999,,
2831,prefill,4,4096,256,1024,32.0,54949.01666666666,,
2832,prefill,4,4096,256,1024,64.0,62430.04766666667,,
2833,prefill,4,4096,256,1024,304.0,49239.502,,
2834,prefill,4,4096,256,2048,128.0,85722.625,,
2835,prefill,4,4096,256,2048,32.0,54968.882000000005,,
2836,prefill,4,4096,256,2048,64.0,62436.826,,
2837,prefill,4,4096,256,2048,304.0,49139.594666666664,,
2838,prefill,4,4096,256,256,128.0,85699.31433333333,,
2839,prefill,4,4096,256,256,32.0,55093.003666666664,,
2840,prefill,4,4096,256,256,64.0,62351.67133333334,,
2841,prefill,4,4096,256,256,304.0,49255.329666666665,,
2842,prefill,4,4096,256,4096,128.0,85661.73633333333,,
2843,prefill,4,4096,256,4096,32.0,54936.717333333334,,
2844,prefill,4,4096,256,4096,64.0,62431.63433333333,,
2845,prefill,4,4096,256,4096,304.0,49158.58966666667,,
2846,prefill,4,4096,256,512,128.0,90766.42733333334,,
2847,prefill,4,4096,256,512,32.0,54909.94633333333,,
2848,prefill,4,4096,256,512,64.0,62626.85966666666,,
2849,prefill,4,4096,256,512,304.0,49266.97466666667,,
2850,prefill,4,4096,32,1024,128.0,85634.25966666666,,
2851,prefill,4,4096,32,1024,32.0,54888.13766666667,,
2852,prefill,4,4096,32,1024,64.0,62370.404,,
2853,prefill,4,4096,32,1024,304.0,49211.97266666667,,
2854,prefill,4,4096,32,2048,128.0,85629.01133333333,,
2855,prefill,4,4096,32,2048,32.0,54936.25233333334,,
2856,prefill,4,4096,32,2048,64.0,62406.231999999996,,
2857,prefill,4,4096,32,2048,304.0,49247.681666666664,,
2858,prefill,4,4096,32,256,128.0,100956.67266666668,,
2859,prefill,4,4096,32,256,32.0,54940.060333333335,,
2860,prefill,4,4096,32,256,64.0,62487.46533333333,,
2861,prefill,4,4096,32,256,304.0,49264.195,,
2862,prefill,4,4096,32,4096,128.0,85661.90866666666,,
2863,prefill,4,4096,32,4096,32.0,54962.62533333333,,
2864,prefill,4,4096,32,4096,64.0,62421.69666666666,,
2865,prefill,4,4096,32,4096,304.0,49339.507333333335,,
2866,prefill,4,4096,32,512,128.0,85641.30333333333,,
2867,prefill,4,4096,32,512,32.0,54938.02033333333,,
2868,prefill,4,4096,32,512,64.0,62331.94033333333,,
2869,prefill,4,4096,32,512,304.0,49249.228,,
2870,prefill,4,4096,512,1024,128.0,85625.42466666666,,
2871,prefill,4,4096,512,1024,32.0,54995.80299999999,,
2872,prefill,4,4096,512,1024,64.0,62399.684,,
2873,prefill,4,4096,512,1024,304.0,49195.24066666667,,
2874,prefill,4,4096,512,2048,128.0,85696.993,,
2875,prefill,4,4096,512,2048,32.0,54955.12033333333,,
2876,prefill,4,4096,512,2048,64.0,62410.751,,
2877,prefill,4,4096,512,2048,304.0,49259.266,,
2878,prefill,4,4096,512,256,128.0,85574.19166666667,,
2879,prefill,4,4096,512,256,32.0,54984.59566666667,,
2880,prefill,4,4096,512,256,64.0,62409.58633333334,,
2881,prefill,4,4096,512,256,304.0,49301.719333333334,,
2882,prefill,4,4096,512,4096,128.0,85669.94466666668,,
2883,prefill,4,4096,512,4096,32.0,55079.64533333334,,
2884,prefill,4,4096,512,4096,64.0,62411.92333333334,,
2885,prefill,4,4096,512,4096,304.0,49216.98466666666,,
2886,prefill,4,4096,512,512,128.0,85677.746,,
2887,prefill,4,4096,512,512,32.0,54901.794,,
2888,prefill,4,4096,512,512,64.0,62365.365,,
2889,prefill,4,4096,512,512,304.0,49204.983,,
2890,prefill,4,4096,64,1024,128.0,85582.483,,
2891,prefill,4,4096,64,1024,32.0,54984.005,,
2892,prefill,4,4096,64,1024,64.0,62328.320999999996,,
2893,prefill,4,4096,64,1024,304.0,49176.353,,
2894,prefill,4,4096,64,2048,128.0,85705.07699999999,,
2895,prefill,4,4096,64,2048,32.0,54889.34133333334,,
2896,prefill,4,4096,64,2048,64.0,62458.10366666666,,
2897,prefill,4,4096,64,2048,304.0,49343.007999999994,,
2898,prefill,4,4096,64,256,128.0,90603.00099999999,,
2899,prefill,4,4096,64,256,32.0,54956.299999999996,,
2900,prefill,4,4096,64,256,64.0,62413.37533333333,,
2901,prefill,4,4096,64,256,304.0,49279.780666666666,,
2902,prefill,4,4096,64,4096,128.0,85658.66966666667,,
2903,prefill,4,4096,64,4096,32.0,55026.907666666666,,
2904,prefill,4,4096,64,4096,64.0,62459.30666666667,,
2905,prefill,4,4096,64,4096,304.0,49240.217333333334,,
2906,prefill,4,4096,64,512,128.0,85584.72233333332,,
2907,prefill,4,4096,64,512,32.0,55298.72166666667,,
2908,prefill,4,4096,64,512,64.0,62374.718666666675,,
2909,prefill,4,4096,64,512,304.0,49251.71066666666,,
2910,prefill,4,512,128,1024,128.0,1489.2736666666667,,
2911,prefill,4,512,128,1024,32.0,959.9699999999999,,
2912,prefill,4,512,128,1024,64.0,1090.4683333333332,,
2913,prefill,4,512,128,1024,304.0,910.029,,
2914,prefill,4,512,128,2048,128.0,1493.9246666666666,,
2915,prefill,4,512,128,2048,32.0,963.8856666666667,,
2916,prefill,4,512,128,2048,64.0,1072.2536666666667,,
2917,prefill,4,512,128,2048,304.0,904.2026666666666,,
2918,prefill,4,512,128,256,128.0,1524.6753333333334,,
2919,prefill,4,512,128,256,32.0,963.9523333333333,,
2920,prefill,4,512,128,256,64.0,1063.7536666666667,,
2921,prefill,4,512,128,256,304.0,894.112,,
2922,prefill,4,512,128,4096,128.0,1479.345,,
2923,prefill,4,512,128,4096,32.0,968.8296666666666,,
2924,prefill,4,512,128,4096,64.0,1088.3836666666666,,
2925,prefill,4,512,128,4096,304.0,909.2676666666666,,
2926,prefill,4,512,128,512,128.0,1483.8223333333335,,
2927,prefill,4,512,128,512,32.0,945.9243333333334,,
2928,prefill,4,512,128,512,64.0,1069.6073333333334,,
2929,prefill,4,512,128,512,304.0,905.2849999999999,,
2930,prefill,4,512,256,1024,128.0,1486.1726666666666,,
2931,prefill,4,512,256,1024,32.0,954.0496666666667,,
2932,prefill,4,512,256,1024,64.0,1067.0013333333334,,
2933,prefill,4,512,256,1024,304.0,892.5756666666666,,
2934,prefill,4,512,256,2048,128.0,1482.3113333333333,,
2935,prefill,4,512,256,2048,32.0,963.3776666666666,,
2936,prefill,4,512,256,2048,64.0,1080.6596666666667,,
2937,prefill,4,512,256,2048,304.0,901.369,,
2938,prefill,4,512,256,256,128.0,1489.702,,
2939,prefill,4,512,256,256,32.0,961.4803333333333,,
2940,prefill,4,512,256,256,64.0,1082.5036666666667,,
2941,prefill,4,512,256,256,304.0,888.1656666666668,,
2942,prefill,4,512,256,4096,128.0,1480.869,,
2943,prefill,4,512,256,4096,32.0,945.8973333333333,,
2944,prefill,4,512,256,4096,64.0,1079.2430000000002,,
2945,prefill,4,512,256,4096,304.0,892.0009999999999,,
2946,prefill,4,512,256,512,128.0,1486.2416666666668,,
2947,prefill,4,512,256,512,32.0,948.236,,
2948,prefill,4,512,256,512,64.0,1076.076,,
2949,prefill,4,512,256,512,304.0,910.3096666666667,,
2950,prefill,4,512,32,1024,128.0,1488.874,,
2951,prefill,4,512,32,1024,32.0,954.1566666666666,,
2952,prefill,4,512,32,1024,64.0,1093.261666666667,,
2953,prefill,4,512,32,1024,304.0,896.6116666666667,,
2954,prefill,4,512,32,2048,128.0,1488.9800000000002,,
2955,prefill,4,512,32,2048,32.0,984.4393333333334,,
2956,prefill,4,512,32,2048,64.0,1069.8613333333333,,
2957,prefill,4,512,32,2048,304.0,897.7873333333333,,
2958,prefill,4,512,32,256,128.0,1489.755,,
2959,prefill,4,512,32,256,196.0,901.85,,
2960,prefill,4,512,32,256,32.0,971.3293333333335,,
2961,prefill,4,512,32,256,64.0,1083.7996666666668,,
2962,prefill,4,512,32,256,304.0,886.6953333333332,,
2963,prefill,4,512,32,4096,128.0,1483.1940000000002,,
2964,prefill,4,512,32,4096,32.0,968.7503333333333,,
2965,prefill,4,512,32,4096,64.0,1088.6776666666667,,
2966,prefill,4,512,32,4096,304.0,887.6173333333332,,
2967,prefill,4,512,32,512,128.0,1482.8596666666665,,
2968,prefill,4,512,32,512,32.0,990.7333333333335,,
2969,prefill,4,512,32,512,64.0,1074.4456666666665,,
2970,prefill,4,512,32,512,304.0,901.302,,
2971,prefill,4,512,512,1024,128.0,1480.7876666666664,,
2972,prefill,4,512,512,1024,32.0,961.5873333333333,,
2973,prefill,4,512,512,1024,64.0,1085.8846666666666,,
2974,prefill,4,512,512,1024,304.0,900.4870000000001,,
2975,prefill,4,512,512,2048,128.0,1500.5936666666664,,
2976,prefill,4,512,512,2048,32.0,952.3123333333333,,
2977,prefill,4,512,512,2048,64.0,1072.2803333333334,,
2978,prefill,4,512,512,2048,304.0,892.8163333333333,,
2979,prefill,4,512,512,256,128.0,1479.853,,
2980,prefill,4,512,512,256,32.0,966.9593333333333,,
2981,prefill,4,512,512,256,64.0,1082.7043333333334,,
2982,prefill,4,512,512,256,304.0,896.1703333333335,,
2983,prefill,4,512,512,4096,128.0,1495.7563333333335,,
2984,prefill,4,512,512,4096,32.0,955.145,,
2985,prefill,4,512,512,4096,64.0,1083.6526666666666,,
2986,prefill,4,512,512,4096,304.0,879.5196666666667,,
2987,prefill,4,512,512,512,128.0,1491.734333333333,,
2988,prefill,4,512,512,512,32.0,961.6133333333332,,
2989,prefill,4,512,512,512,64.0,1082.022,,
2990,prefill,4,512,512,512,304.0,888.9546666666666,,
2991,prefill,4,512,64,1024,128.0,1501.2086666666667,,
2992,prefill,4,512,64,1024,32.0,955.8806666666666,,
2993,prefill,4,512,64,1024,64.0,1067.4423333333332,,
2994,prefill,4,512,64,1024,304.0,893.4046666666667,,
2995,prefill,4,512,64,2048,128.0,1488.2176666666667,,
2996,prefill,4,512,64,2048,32.0,975.1113333333333,,
2997,prefill,4,512,64,2048,64.0,1068.6583333333335,,
2998,prefill,4,512,64,2048,304.0,907.931,,
2999,prefill,4,512,64,256,128.0,1512.7816666666668,,
3000,prefill,4,512,64,256,32.0,951.8036666666667,,
3001,prefill,4,512,64,256,64.0,1067.2416666666666,,
3002,prefill,4,512,64,256,304.0,900.7543333333333,,
3003,prefill,4,512,64,4096,128.0,1487.2160000000001,,
3004,prefill,4,512,64,4096,32.0,969.2710000000001,,
3005,prefill,4,512,64,4096,64.0,1071.8386666666668,,
3006,prefill,4,512,64,4096,304.0,880.8553333333333,,
3007,prefill,4,512,64,512,128.0,1479.3056666666669,,
3008,prefill,4,512,64,512,32.0,973.7213333333333,,
3009,prefill,4,512,64,512,64.0,1076.0886666666668,,
3010,prefill,4,512,64,512,304.0,894.099,,
3011,prefill,8,1024,128,1024,128.0,11419.925666666668,,
3012,prefill,8,1024,128,1024,32.0,7197.321333333333,,
3013,prefill,8,1024,128,1024,64.0,8219.192666666666,,
3014,prefill,8,1024,128,1024,304.0,6460.288666666666,,
3015,prefill,8,1024,128,2048,128.0,11437.447333333332,,
3016,prefill,8,1024,128,2048,32.0,7194.356666666667,,
3017,prefill,8,1024,128,2048,64.0,8246.068666666668,,
3018,prefill,8,1024,128,2048,304.0,6457.722333333334,,
3019,prefill,8,1024,128,256,128.0,12050.801666666666,,
3020,prefill,8,1024,128,256,32.0,7214.547666666666,,
3021,prefill,8,1024,128,256,64.0,8225.727333333334,,
3022,prefill,8,1024,128,256,304.0,6453.338,,
3023,prefill,8,1024,128,4096,128.0,11408.290333333332,,
3024,prefill,8,1024,128,4096,32.0,7220.867000000001,,
3025,prefill,8,1024,128,4096,64.0,8227.544666666668,,
3026,prefill,8,1024,128,4096,304.0,6475.590666666667,,
3027,prefill,8,1024,128,512,128.0,11401.156666666668,,
3028,prefill,8,1024,128,512,32.0,7219.518666666667,,
3029,prefill,8,1024,128,512,64.0,8202.835666666668,,
3030,prefill,8,1024,128,512,304.0,6461.559,,
3031,prefill,8,1024,256,1024,128.0,11380.390999999998,,
3032,prefill,8,1024,256,1024,32.0,7230.6776666666665,,
3033,prefill,8,1024,256,1024,64.0,8207.780333333334,,
3034,prefill,8,1024,256,1024,304.0,6485.734333333334,,
3035,prefill,8,1024,256,2048,128.0,11414.006666666666,,
3036,prefill,8,1024,256,2048,32.0,7241.423666666667,,
3037,prefill,8,1024,256,2048,64.0,8316.937,,
3038,prefill,8,1024,256,2048,304.0,6463.535666666667,,
3039,prefill,8,1024,256,256,128.0,11412.474333333334,,
3040,prefill,8,1024,256,256,32.0,7227.390333333334,,
3041,prefill,8,1024,256,256,64.0,8216.533000000001,,
3042,prefill,8,1024,256,256,304.0,6456.3713333333335,,
3043,prefill,8,1024,256,4096,128.0,11403.695,,
3044,prefill,8,1024,256,4096,32.0,7200.834333333333,,
3045,prefill,8,1024,256,4096,64.0,8202.340999999999,,
3046,prefill,8,1024,256,4096,304.0,6465.4873333333335,,
3047,prefill,8,1024,256,512,128.0,12264.978333333333,,
3048,prefill,8,1024,256,512,32.0,7186.616999999999,,
3049,prefill,8,1024,256,512,64.0,8213.019,,
3050,prefill,8,1024,256,512,304.0,6462.0,,
3051,prefill,8,1024,32,1024,128.0,11391.481999999998,,
3052,prefill,8,1024,32,1024,32.0,7230.531,,
3053,prefill,8,1024,32,1024,64.0,8217.268333333333,,
3054,prefill,8,1024,32,1024,304.0,6482.9946666666665,,
3055,prefill,8,1024,32,2048,128.0,11401.309,,
3056,prefill,8,1024,32,2048,32.0,7215.417,,
3057,prefill,8,1024,32,2048,64.0,8212.925,,
3058,prefill,8,1024,32,2048,304.0,6488.312000000001,,
3059,prefill,8,1024,32,256,128.0,11428.964666666667,,
3060,prefill,8,1024,32,256,32.0,7207.464,,
3061,prefill,8,1024,32,256,64.0,8212.630666666668,,
3062,prefill,8,1024,32,256,304.0,6474.480666666666,,
3063,prefill,8,1024,32,4096,128.0,11385.170333333333,,
3064,prefill,8,1024,32,4096,32.0,7197.815666666666,,
3065,prefill,8,1024,32,4096,64.0,8228.895666666665,,
3066,prefill,8,1024,32,4096,304.0,6462.32,,
3067,prefill,8,1024,32,512,128.0,11435.942000000001,,
3068,prefill,8,1024,32,512,32.0,7213.490999999999,,
3069,prefill,8,1024,32,512,64.0,8207.726999999999,,
3070,prefill,8,1024,32,512,304.0,6442.647333333333,,
3071,prefill,8,1024,512,1024,128.0,11424.815000000002,,
3072,prefill,8,1024,512,1024,32.0,7225.4800000000005,,
3073,prefill,8,1024,512,1024,64.0,8197.236333333332,,
3074,prefill,8,1024,512,1024,304.0,6478.1956666666665,,
3075,prefill,8,1024,512,2048,128.0,11426.118000000002,,
3076,prefill,8,1024,512,2048,32.0,7215.030333333333,,
3077,prefill,8,1024,512,2048,64.0,8223.763666666668,,
3078,prefill,8,1024,512,2048,304.0,6455.343000000001,,
3079,prefill,8,1024,512,256,128.0,11394.954333333333,,
3080,prefill,8,1024,512,256,32.0,7230.437666666668,,
3081,prefill,8,1024,512,256,64.0,8178.793666666667,,
3082,prefill,8,1024,512,256,304.0,6464.23,,
3083,prefill,8,1024,512,4096,128.0,11405.886666666667,,
3084,prefill,8,1024,512,4096,32.0,7225.745333333333,,
3085,prefill,8,1024,512,4096,64.0,8204.385333333334,,
3086,prefill,8,1024,512,4096,304.0,6468.921666666666,,
3087,prefill,8,1024,512,512,128.0,11402.306666666665,,
3088,prefill,8,1024,512,512,32.0,7239.952666666667,,
3089,prefill,8,1024,512,512,64.0,8227.358666666667,,
3090,prefill,8,1024,512,512,304.0,6483.770333333334,,
3091,prefill,8,1024,64,1024,128.0,11424.902,,
3092,prefill,8,1024,64,1024,32.0,7218.783666666667,,
3093,prefill,8,1024,64,1024,64.0,8206.216666666667,,
3094,prefill,8,1024,64,1024,304.0,6460.0093333333325,,
3095,prefill,8,1024,64,2048,128.0,11401.750333333332,,
3096,prefill,8,1024,64,2048,32.0,7226.737666666667,,
3097,prefill,8,1024,64,2048,64.0,8232.357333333333,,
3098,prefill,8,1024,64,2048,304.0,6493.11,,
3099,prefill,8,1024,64,256,128.0,12110.605000000001,,
3100,prefill,8,1024,64,256,32.0,7202.238333333334,,
3101,prefill,8,1024,64,256,64.0,8237.273333333333,,
3102,prefill,8,1024,64,256,304.0,6459.446,,
3103,prefill,8,1024,64,4096,128.0,11407.061666666666,,
3104,prefill,8,1024,64,4096,32.0,7197.668999999999,,
3105,prefill,8,1024,64,4096,64.0,8223.723666666667,,
3106,prefill,8,1024,64,4096,304.0,6462.641,,
3107,prefill,8,1024,64,512,128.0,11411.394333333332,,
3108,prefill,8,1024,64,512,32.0,7211.674333333333,,
3109,prefill,8,1024,64,512,64.0,8203.638,,
3110,prefill,8,1024,64,512,304.0,6451.295000000001,,
3111,prefill,8,2048,128,1024,128.0,43833.706333333335,,
3112,prefill,8,2048,128,1024,32.0,28002.25766666667,,
3113,prefill,8,2048,128,1024,64.0,31895.28733333333,,
3114,prefill,8,2048,128,1024,304.0,24898.518666666667,,
3115,prefill,8,2048,128,2048,128.0,43827.27033333334,,
3116,prefill,8,2048,128,2048,32.0,27983.59533333333,,
3117,prefill,8,2048,128,2048,64.0,31863.963333333333,,
3118,prefill,8,2048,128,2048,304.0,25010.935666666668,,
3119,prefill,8,2048,128,256,128.0,51847.73266666667,,
3120,prefill,8,2048,128,256,32.0,27939.567666666666,,
3121,prefill,8,2048,128,256,64.0,31821.862333333334,,
3122,prefill,8,2048,128,256,304.0,24900.169333333335,,
3123,prefill,8,2048,128,4096,128.0,43861.44133333333,,
3124,prefill,8,2048,128,4096,32.0,27937.01,,
3125,prefill,8,2048,128,4096,64.0,31849.364666666665,,
3126,prefill,8,2048,128,4096,304.0,24907.472999999998,,
3127,prefill,8,2048,128,512,128.0,43758.549666666666,,
3128,prefill,8,2048,128,512,32.0,27926.752666666667,,
3129,prefill,8,2048,128,512,64.0,31865.485666666664,,
3130,prefill,8,2048,128,512,304.0,24932.54533333333,,
3131,prefill,8,2048,256,1024,128.0,43818.14866666667,,
3132,prefill,8,2048,256,1024,32.0,27959.640666666663,,
3133,prefill,8,2048,256,1024,64.0,31825.982,,
3134,prefill,8,2048,256,1024,304.0,24899.263333333336,,
3135,prefill,8,2048,256,2048,128.0,43843.74733333333,,
3136,prefill,8,2048,256,2048,32.0,27980.402666666665,,
3137,prefill,8,2048,256,2048,64.0,31927.361666666664,,
3138,prefill,8,2048,256,2048,304.0,24949.47266666667,,
3139,prefill,8,2048,256,256,128.0,43827.12666666667,,
3140,prefill,8,2048,256,256,32.0,27999.678666666663,,
3141,prefill,8,2048,256,256,64.0,31825.956666666665,,
3142,prefill,8,2048,256,256,304.0,24946.36666666667,,
3143,prefill,8,2048,256,4096,128.0,43801.50933333333,,
3144,prefill,8,2048,256,4096,32.0,27935.633666666665,,
3145,prefill,8,2048,256,4096,64.0,31813.979333333333,,
3146,prefill,8,2048,256,4096,304.0,24925.781000000003,,
