,mode,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_prefill_duration_us,avg_duration_2d_us_baseline,avg_duration_3d_us_baseline,avg_duration_reduce_segment_us_baseline,avg_decode_duration_us_baseline,avg_prefill_duration_us_baseline
54,decode,1,2048,8,1024,304.0,59.215666666666664,,,59.215666666666664,,59.215666666666664,,,59.215666666666664,
55,decode,1,2048,8,2048,32.0,109.74466666666667,,,109.74466666666667,,109.94500000000001,,,109.94500000000001,
56,decode,1,2048,8,2048,304.0,109.94500000000001,,,109.94500000000001,,109.94500000000001,,,109.94500000000001,
57,decode,1,2048,8,256,32.0,19.030333333333335,,,19.030333333333335,,19.605,,,19.605,
58,decode,1,2048,8,256,64.0,18.802666666666667,,,18.802666666666667,,19.605,,,19.605,
59,decode,1,2048,8,256,304.0,19.605,,,19.605,,19.605,,,19.605,
60,decode,1,2048,8,4096,32.0,214.45033333333333,,,214.45033333333333,,214.3836666666667,,,214.3836666666667,
61,decode,1,2048,8,4096,304.0,214.3836666666667,,,214.3836666666667,,214.3836666666667,,,214.3836666666667,
62,decode,1,2048,8,512,32.0,31.899666666666665,,,31.899666666666665,,32.875,,,32.875,
63,decode,1,2048,8,512,304.0,32.875,,,32.875,,32.875,,,32.875,
64,decode,1,256,1,1024,32.0,60.75233333333333,,,60.75233333333333,,59.857,,,59.857,
65,decode,1,256,1,1024,304.0,59.857,,,59.857,,59.857,,,59.857,
66,decode,1,256,1,2048,32.0,112.68433333333333,,,112.68433333333333,,112.31033333333335,,,112.31033333333335,
67,decode,1,256,1,2048,304.0,112.31033333333335,,,112.31033333333335,,112.31033333333335,,,112.31033333333335,
68,decode,1,256,1,256,32.0,20.259333333333334,,,20.259333333333334,,19.724999999999998,,,19.724999999999998,
69,decode,1,256,1,256,64.0,19.685,,,19.685,,19.724999999999998,,,19.724999999999998,
70,decode,1,256,1,256,304.0,19.724999999999998,,,19.724999999999998,,19.724999999999998,,,19.724999999999998,
71,decode,1,256,1,4096,32.0,219.15466666666666,,,219.15466666666666,,218.74033333333333,,,218.74033333333333,
72,decode,1,256,1,4096,304.0,218.74033333333333,,,218.74033333333333,,218.74033333333333,,,218.74033333333333,
73,decode,1,256,1,512,32.0,34.050999999999995,,,34.050999999999995,,33.556666666666665,,,33.556666666666665,
74,decode,1,256,1,512,304.0,33.556666666666665,,,33.556666666666665,,33.556666666666665,,,33.556666666666665,
75,decode,1,256,16,1024,32.0,58.68133333333333,,,58.68133333333333,,58.814666666666675,,,58.814666666666675,
76,decode,1,256,16,1024,304.0,58.814666666666675,,,58.814666666666675,,58.814666666666675,,,58.814666666666675,
77,decode,1,256,16,2048,32.0,110.306,,,110.306,,109.771,,,109.771,
78,decode,1,256,16,2048,304.0,109.771,,,109.771,,109.771,,,109.771,
79,decode,1,256,16,256,32.0,19.244000000000003,,,19.244000000000003,,19.551666666666666,,,19.551666666666666,
80,decode,1,256,16,256,64.0,19.952333333333332,,,19.952333333333332,,19.551666666666666,,,19.551666666666666,
81,decode,1,256,16,256,304.0,19.551666666666666,,,19.551666666666666,,19.551666666666666,,,19.551666666666666,
82,decode,1,256,16,4096,32.0,214.90499999999997,,,214.90499999999997,,213.96933333333334,,,213.96933333333334,
83,decode,1,256,16,4096,304.0,213.96933333333334,,,213.96933333333334,,213.96933333333334,,,213.96933333333334,
84,decode,1,256,16,512,32.0,31.792999999999996,,,31.792999999999996,,32.167,,,32.167,
85,decode,1,256,16,512,304.0,32.167,,,32.167,,32.167,,,32.167,
86,decode,1,256,8,1024,32.0,58.413666666666664,,,58.413666666666664,,57.82566666666667,,,57.82566666666667,
87,decode,1,256,8,1024,304.0,57.82566666666667,,,57.82566666666667,,57.82566666666667,,,57.82566666666667,
88,decode,1,256,8,2048,32.0,110.13233333333334,,,110.13233333333334,,110.83999999999999,,,110.83999999999999,
89,decode,1,256,8,2048,304.0,110.83999999999999,,,110.83999999999999,,110.83999999999999,,,110.83999999999999,
90,decode,1,256,8,256,32.0,18.749666666666666,,,18.749666666666666,,20.019333333333332,,,20.019333333333332,
91,decode,1,256,8,256,64.0,19.43133333333333,,,19.43133333333333,,20.019333333333332,,,20.019333333333332,
