,Unnamed: 0,index,cu_mask,decode_batch_size,decode_len,prefill_len,prefill_batch,queue1_start,queue1_end,queue2_start,queue2_end,q1_dur,q2_dur,overlap_us,pct_of_q1,pct_of_q2
320,320,320,32.0,256,2048,2048,8,293463305173958,293463333199611,293463305088723,293463315357983,28025653,10269260,10184025,36.338225553566936,99.16999861723241
321,321,321,32.0,256,2048,4096,1,293539110169684,293539124199028,293539110089100,293539120201922,14029344,10112822,10032238,71.50896007682184,99.20315021860368
322,322,322,32.0,256,2048,4096,4,293616109094381,293616164361572,293616109013355,293616119481229,55267191,10467874,10386848,18.79387718474782,99.22595552831453
323,323,323,32.0,256,4096,256,1,298826304239989,298826304894447,298826304159096,298826322884817,654458,18725721,654458,100.0,3.4949682311297923
324,324,324,32.0,256,4096,256,4,298901185957739,298901187714198,298901185876230,298901204681654,1756459,18805424,1756459,100.0,9.340172282209643
325,325,325,32.0,256,4096,256,8,298976141520791,298976143550274,298976141435571,298976160257553,2029483,18821982,2029483,100.0,10.782514827609548
326,326,326,32.0,256,4096,256,16,299052360682791,299052363201674,299052360600242,299052379516641,2518883,18916399,2518883,100.0,13.315869473888768
327,327,327,32.0,256,4096,256,32,299126668242303,299126671745558,299126668160658,299126687123122,3503255,18962464,3503255,100.0,18.47468240414326
328,328,328,32.0,256,4096,512,1,299202191871540,299202193226480,299202191789654,299202210545044,1354940,18755390,1354940,100.0,7.224269929870826
329,329,329,32.0,256,4096,512,4,299278206540048,299278208951526,299278206456388,299278225323514,2411478,18867126,2411478,100.0,12.781374333324536
330,330,330,32.0,256,4096,512,8,299353640448187,299353643756957,299353640362496,299353659355510,3308770,18993014,3308770,100.0,17.420984368252455
331,331,331,32.0,256,4096,512,16,299428887886563,299428893079203,299428887804335,299428907023787,5192640,19219452,5192640,100.0,27.0176277658697
332,332,332,32.0,256,4096,1024,1,299504445469222,299504447840167,299504445390671,299504464201908,2370945,18811237,2370945,100.0,12.603876076836414
333,333,333,32.0,256,4096,1024,4,299580804478901,299580809462182,299580804397114,299580823556909,4983281,19159795,4983281,100.0,26.009051766994375
334,334,334,32.0,256,4096,1024,8,299656091495443,299656099841017,299656091412293,299656110925737,8345574,19513444,8345574,100.0,42.76832936307912
335,335,335,32.0,256,4096,2048,1,299732967220913,299732972228931,299732967137402,299732986380347,5008018,19242945,5008018,100.0,26.02521599474509
336,336,336,32.0,256,4096,2048,4,299808362691177,299808377147893,299808362607185,299808382596999,14456716,19989814,14456716,100.0,72.32041278623203
337,337,337,32.0,256,4096,2048,8,299884050376323,299884078287140,299884050294014,299884070246464,27910817,19952450,19870141,71.1915419745685,99.58747421995795
338,338,338,32.0,256,4096,4096,1,299959697680904,299959712218404,299959697593143,299959717500248,14537500,19907105,14537500,100.0,73.02669072172976
339,339,339,32.0,256,4096,4096,4,300035726415739,300035781495317,300035726335956,300035746556660,55079578,20220704,20140921,36.56694864292533,99.60543905889726
340,340,340,32.0,512,256,256,1,272975510504334,272975510616831,272975510420774,272975513385157,112497,2964383,112497,100.0,3.794954970393502
341,341,341,32.0,512,256,256,4,273064348889507,273064349296317,273064348806156,273064351759273,406810,2953117,406810,100.0,13.775614037642262
342,342,342,32.0,512,256,256,8,273153794996418,273153795643498,273153794915512,273153797891361,647080,2975849,647080,100.0,21.744382863512225
343,343,343,32.0,512,256,256,16,273241546599033,273241547716751,273241546516885,273241549507087,1117718,2990202,1117718,100.0,37.37934761598046
344,344,344,32.0,512,256,256,32,273328818212542,273328820358252,273328818128791,273328821242796,2145710,3114005,2145710,100.0,68.90515590052038
345,345,345,32.0,512,256,512,1,273414431088238,273414431405965,273414431006210,273414433957002,317727,2950792,317727,100.0,10.767515975372035
346,346,346,32.0,512,256,512,4,273502574150029,273502575172448,273502574067360,273502577058444,1022419,2991084,1022419,100.0,34.18222289979151
347,347,347,32.0,512,256,512,8,273585357286339,273585359163955,273585357203750,273585360281192,1877616,3077442,1877616,100.0,61.01223028736204
348,348,348,32.0,512,256,512,16,273667373130788,273667376946799,273667373050404,273667376184776,3816011,3134372,3053988,80.03090137842894,97.43540332800319
349,349,349,32.0,512,256,1024,1,273750888869240,273750889881196,273750888782648,273750891787403,1011956,3004755,1011956,100.0,33.678486265935156
350,350,350,32.0,512,256,1024,4,273833561791147,273833565371379,273833561740271,273833564874522,3580232,3134251,3083375,86.12221219183562,98.37677327055172
351,351,351,32.0,512,256,1024,8,273916389453117,273916396674921,273916389364153,273916392467975,7221804,3103822,3014858,41.74660514187314,97.13372738514
352,352,352,32.0,512,256,2048,1,273999207581829,273999211221036,273999207499801,273999210669133,3639207,3169332,3087304,84.83452576344243,97.41182053505281
353,353,353,32.0,512,256,2048,4,274081615449374,274081629767896,274081615363057,274081618496466,14318522,3133409,3047092,21.28077185620136,97.24526865149107
354,354,354,32.0,512,256,2048,8,274165264026468,274165292595076,274165263943999,274165267085387,28568608,3141388,3058919,10.707273522042096,97.37475918288348
355,355,355,32.0,512,256,4096,1,274248755520424,274248769857428,274248755438997,274248758938926,14337004,3499929,3418502,23.843907695080507,97.6734670903324
356,356,356,32.0,512,256,4096,4,274332578493969,274332634945533,274332578409489,274332581888249,56451564,3478760,3394280,6.012729780170484,97.5715484827927
357,357,357,32.0,512,512,256,1,280316587522785,280316587677138,280316587436868,280316592662465,154353,5225597,154353,100.0,2.9537869070270824
358,358,358,32.0,512,512,256,4,280403642288376,280403642846373,280403642207311,280403647442409,557997,5235098,557997,100.0,10.658768947591813
359,359,359,32.0,512,512,256,8,280490949568901,280490950413714,280490949489399,280490954728386,844813,5238987,844813,100.0,16.125502888249198
360,360,360,32.0,512,512,256,16,280575676572995,280575677890209,280575676492123,280575681829897,1317214,5337774,1317214,100.0,24.677215633333297
361,361,361,32.0,512,512,256,32,280666945177408,280666947448565,280666945095741,280666950521436,2271157,5425695,2271157,100.0,41.85928254352668
362,362,362,32.0,512,512,512,1,280753370565545,280753370952832,280753370482195,280753375742030,387287,5259835,387287,100.0,7.363101694254667
363,363,363,32.0,512,512,512,4,280840711455451,280840712667905,280840711372220,280840716638430,1212454,5266210,1212454,100.0,23.023274802941774
364,364,364,32.0,512,512,512,8,280928389050824,280928391116951,280928388970360,280928394446810,2066127,5476450,2066127,100.0,37.72748769732217
365,365,365,32.0,512,512,512,16,281017281066580,281017284923926,281017280985434,281017286530121,3857346,5544687,3857346,100.0,69.56832730143289
366,366,366,32.0,512,512,1024,1,281120379353208,281120380494419,281120379269055,281120384555351,1141211,5286296,1141211,100.0,21.5881025201767
367,367,367,32.0,512,512,1024,4,281211783783487,281211787435965,281211783699816,281211789262223,3652478,5562407,3652478,100.0,65.66362367946107
368,368,368,32.0,512,512,1024,8,281301762554408,281301769728463,281301762469013,281301768022961,7174055,5553948,5468553,76.22680617865349,98.46244509311214
369,369,369,32.0,512,512,2048,1,281391141897538,281391145570062,281391141816152,281391147398525,3672524,5582373,3672524,100.0,65.78786476647117
370,370,370,32.0,512,512,2048,4,281480937714457,281480951888850,281480937632982,281480943278900,14174393,5645918,5564443,39.25701086459223,98.55692200984853
371,371,371,32.0,512,512,2048,8,281571182251711,281571210651773,281571182168921,281571187838614,28400062,5669693,5586903,19.67215071572731,98.5397798434589
372,372,372,32.0,512,512,4096,1,281658806382213,281658820885117,281658806297179,281658811993773,14502904,5696594,5611560,38.692664586347675,98.50728347500278
373,373,373,32.0,512,512,4096,4,281745458171595,281745514275366,281745458091768,281745463925556,56103771,5833788,5753961,10.255925577622937,98.63164379644924
374,374,374,32.0,512,1024,256,1,287273287693270,287273287920109,287273287610200,287273297474451,226839,9864251,226839,100.0,2.2996069341706735
375,375,375,32.0,512,1024,256,4,287348393268256,287348394091339,287348393186790,287348403038372,823083,9851582,823083,100.0,8.354830726679227
376,376,376,32.0,512,1024,256,8,287423377164298,287423378394995,287423377081268,287423386954140,1230697,9872872,1230697,100.0,12.465440653945478
377,377,377,32.0,512,1024,256,16,287497991124709,287497992830132,287497991043834,287498000951224,1705423,9907390,1705423,100.0,17.213645571638946
378,378,378,32.0,512,1024,256,32,287574074017645,287574076682102,287574073927639,287574084005339,2664457,10077700,2664457,100.0,26.439137898528436
379,379,379,32.0,512,1024,512,1,287649024218284,287649024751705,287649024135415,287649033981865,533421,9846450,533421,100.0,5.417394086193501
380,380,380,32.0,512,1024,512,4,287724106610992,287724108217387,287724106528683,287724116484224,1606395,9955541,1606395,100.0,16.13568765373976
381,381,381,32.0,512,1024,512,8,287800318514182,287800321000270,287800318426260,287800328481990,2486088,10055730,2486088,100.0,24.723098173876984
382,382,382,32.0,512,1024,512,16,287874193931667,287874198222646,287874193851043,287874204114087,4290979,10263044,4290979,100.0,41.81000295818668
383,383,383,32.0,512,1024,1024,1,287949353351828,287949354783304,287949353268758,287949363171017,1431476,9902259,1431476,100.0,14.45605492645668
384,384,384,32.0,512,1024,1024,4,288024468317323,288024472462087,288024468232970,288024478519989,4144764,10287019,4144764,100.0,40.291205839125986
385,385,385,32.0,512,1024,1024,8,288099849728750,288099857117377,288099849645279,288099860098919,7388627,10453640,7388627,100.0,70.67994497610401
386,386,386,32.0,512,1024,2048,1,288176337880160,288176342069787,288176337794684,288176348101950,4189627,10307266,4189627,100.0,40.6473161748227
387,387,387,32.0,512,1024,2048,4,288253040436167,288253054481506,288253040347845,288253050846669,14045339,10498824,10410502,74.12068872100559,99.15874387455204
388,388,388,32.0,512,1024,2048,8,288329400888053,288329428928216,288329400804622,288329411365789,28040163,10561167,10477736,37.366886918596016,99.21002101377623
389,389,389,32.0,512,1024,4096,1,288404547385942,288404561636190,288404547300587,288404557886610,14250248,10586023,10500668,73.68761582254568,99.1937009772225
390,390,390,32.0,512,1024,4096,4,288479930206481,288479986159555,288479930120284,288479940986950,55953074,10866666,10780469,19.266982543264735,99.20677602495559
391,391,391,32.0,512,2048,256,1,293691515670563,293691516008056,293691515588676,293691534538961,337493,18950285,337493,100.0,1.7809389146390144
392,392,392,32.0,512,2048,256,4,293767038655189,293767039991166,293767038572220,293767057622615,1335977,19050395,1335977,100.0,7.012857213721816
393,393,393,32.0,512,2048,256,8,293842470933413,293842472952593,293842470851783,293842489940666,2019180,19088883,2019180,100.0,10.577779747510633
394,394,394,32.0,512,2048,256,16,293917505570874,293917508105995,293917505490129,293917524772294,2535121,19282165,2535121,100.0,13.14749147722779
395,395,395,32.0,512,2048,256,32,293992411445744,293992414986006,293992411363596,293992430627359,3540262,19263763,3540262,100.0,18.377831994714636
396,396,396,32.0,512,2048,512,1,294069797790424,294069798589092,294069797706894,294069816693061,798668,18986167,798668,100.0,4.206578399947709
397,397,397,32.0,512,2048,512,4,294144885835440,294144888266082,294144885753551,294144904838263,2430642,19084712,2430642,100.0,12.73606853485659
398,398,398,32.0,512,2048,512,8,294221555458312,294221558830909,294221555375127,294221574681306,3372597,19306179,3372597,100.0,17.469003058554467
399,399,399,32.0,512,2048,512,16,294296300399771,294296305603199,294296300314176,294296319768494,5203428,19454318,5203428,100.0,26.74690523718179
400,400,400,32.0,512,2048,1024,1,294371324370611,294371326334185,294371324288837,294371343501081,1963574,19212244,1963574,100.0,10.220430263117624
401,401,401,32.0,512,2048,1024,4,294446909118975,294446914165282,294446909034862,294446928492667,5046307,19457805,5046307,100.0,25.934615954882883
402,402,402,32.0,512,2048,1024,8,294522057324881,294522065746391,294522057242412,294522077101011,8421510,19858599,8421510,100.0,42.4073722421204
403,403,403,32.0,512,2048,2048,1,294596188451801,294596193421693,294596188371137,294596207768720,4969892,19397583,4969892,100.0,25.62119208357041
404,404,404,32.0,512,2048,2048,4,294670900456747,294670914871049,294670900370630,294670920510031,14414302,20139401,14414302,100.0,71.57264508512444
405,405,405,32.0,512,2048,2048,8,294746496411160,294746524402408,294746496397609,294746516654520,27991248,20256911,20243360,72.32031955131119,99.93310431190619
406,406,406,32.0,512,2048,4096,1,294821590711360,294821605375113,294821590627954,294821610886829,14663753,20258875,14663753,100.0,72.38187214245609
407,407,407,32.0,512,2048,4096,4,294897658782823,294897714065640,294897658699633,294897679308590,55282817,20608957,20525767,37.12865608856365,99.59634056201874
408,408,408,32.0,512,4096,256,1,300111923761213,300111924412664,300111923680386,300111960988665,651451,37308279,651451,100.0,1.7461298603454745
409,409,409,32.0,512,4096,256,4,300187578593782,300187581072372,300187578508709,300187615864095,2478590,37355386,2478590,100.0,6.6351609912423335
410,410,410,32.0,512,4096,256,8,300263665541745,300263669281862,300263665461364,300263702908762,3740117,37447398,3740117,100.0,9.987655217059407
411,411,411,32.0,512,4096,256,16,300340081355075,300340085664695,300340081274371,300340118866899,4309620,37592528,4309620,100.0,11.464033490910747
412,412,412,32.0,512,4096,256,32,300415944175663,300415949460275,300415944094558,300415981929123,5284612,37834565,5284612,100.0,13.967682726099797
413,413,413,32.0,512,4096,512,1,300491970645560,300491972002585,300491970560921,300492007886800,1357025,37325879,1357025,100.0,3.635614314668919
414,414,414,32.0,512,4096,512,4,300567065906951,300567070051995,300567065821789,300567103343476,4145044,37521687,4145044,100.0,11.047061929811418
415,415,415,32.0,512,4096,512,8,300641491655556,300641496648660,300641491574110,300641529120053,4993104,37545943,4993104,100.0,13.298651201808942
416,416,416,32.0,512,4096,512,16,300717050248274,300717057054325,300717050163319,300717088125134,6806051,37961815,6806051,100.0,17.928676487148994
417,417,417,32.0,512,4096,1024,1,300794104281218,300794107507198,300794104196768,300794141747923,3225980,37551155,3225980,100.0,8.590894208180814
418,418,418,32.0,512,4096,1024,4,300870362933737,300870369676243,300870362845913,300870400634851,6742506,37788938,6742506,100.0,17.842538999111326
419,419,419,32.0,512,4096,1024,8,300946896227494,300946906289355,300946896145328,300946934254238,10061861,38108910,10061861,100.0,26.402909450834468
420,420,420,32.0,512,4096,2048,1,301022811963103,301022818735598,301022811877782,301022849685643,6772495,37807861,6772495,100.0,17.91292821352681
421,421,421,32.0,512,4096,2048,4,301098219104995,301098235293554,301098219020389,301098257578728,16188559,38558339,16188559,100.0,41.9845860061555
422,422,422,32.0,512,4096,2048,8,301174119979055,301174148841971,301174119892497,301174159463792,28862916,39571295,28862916,100.0,72.93902309742454
423,423,423,32.0,512,4096,4096,1,301249397507025,301249413829410,301249397417730,301249436040136,16322385,38622406,16322385,100.0,42.261440159890604
424,424,424,32.0,512,4096,4096,4,301324810817424,301324866071882,301324810737962,301324850713744,55254458,39975782,39896320,72.2047078988631,99.80122465146522
425,425,425,64.0,32,256,256,1,301400095379644,301400095466964,301400095299140,301400095401133,87320,101993,21489,24.60948236371965,21.06909297696901
426,426,426,64.0,32,256,256,4,301474652633305,301474652938804,301474652553322,301474652655957,305499,102635,22652,7.414754221781414,22.070443805719297
427,427,427,64.0,32,256,256,8,301549165237961,301549165864635,301549165157778,301549165259651,626674,101873,21690,3.461129710184242,21.29121553306568
428,428,428,64.0,32,256,256,16,301623449952448,301623451148024,301623449869499,301623449971652,1195576,102153,19204,1.6062550603223886,18.799252102238796
429,429,429,64.0,32,256,256,32,301699369789630,301699372202431,301699369709447,301699369816011,2412801,106564,26381,1.0933765362331995,24.756015164595922
430,430,430,64.0,32,256,512,1,301775171671388,301775171951549,301775171583346,301775171685460,280161,102114,14072,5.022826160671899,13.780676498815051
431,431,431,64.0,32,256,512,4,301850039954572,301850041034442,301850039867051,301850039969486,1079870,102435,14914,1.381092168501764,14.55947674134817
432,432,432,64.0,32,256,512,8,301924786053629,301924788212889,301924786026527,301924786134093,2159260,107566,80464,3.726461843409316,74.80430619340683
433,433,433,64.0,32,256,512,16,301999781074297,301999785408374,301999780990426,301999781096348,4334077,105922,22051,0.5087819159650371,20.81814920413134
434,434,434,64.0,32,256,1024,1,302074727536753,302074728580140,302074727454805,302074727556398,1043387,101593,19645,1.8828105008017162,19.336962192277028
435,435,435,64.0,32,256,1024,4,302150223170886,302150227321943,302150223089860,302150223193538,4151057,103678,22652,0.5456923381201463,21.84841528578869
436,436,436,64.0,32,256,1024,8,302225706821435,302225715031900,302225706737443,302225706839797,8210465,102354,18362,0.22364141373235252,17.939699474373253
437,437,437,64.0,32,256,2048,1,302300410419778,302300414446671,302300410334503,302300410443191,4026893,108688,23413,0.5814159949122065,21.541476519947004
438,438,438,64.0,32,256,2048,4,302375320500259,302375336438245,302375320418171,302375320520686,15937986,102515,20427,0.12816550347076475,19.92586450763303
439,439,439,64.0,32,256,2048,8,302450633345308,302450665188966,302450633261869,302450633365547,31843658,103678,20239,0.06355739657799364,19.521016994926597
440,440,440,64.0,32,256,4096,1,302526539247515,302526555378984,302526539166386,302526539268901,16131469,102515,21386,0.13257317111045497,20.86133736526362
441,441,441,64.0,32,256,4096,4,302601807118858,302601869567300,302601807038217,302601807140811,62448442,102594,21953,0.035153799353392995,21.397937501218394
442,442,442,64.0,32,512,256,1,444601701367161,444601701454440,444601701286095,444601701467189,87279,181094,87279,100.0,48.195412327299636
443,443,443,64.0,32,512,256,4,444687141076984,444687141382403,444687140994836,444687141177454,305419,182618,100470,32.8957923377393,55.01648249351104
444,444,444,64.0,32,512,256,8,444772174471510,444772175089002,444772174389482,444772174571739,617492,182257,100229,16.231627292337393,54.99322385422782
445,445,445,64.0,32,512,256,16,444857079213980,444857080443634,444857079085927,444857079274799,1229654,188872,60819,4.9460254673265815,32.201173281375745
446,446,446,64.0,32,512,256,32,444941425318368,444941427724955,444941425239187,444941425425574,2406587,186387,107206,4.454690397646127,57.517959943558296
447,447,447,64.0,32,512,512,1,445026062074659,445026062355060,445026061994475,445026062177133,280401,182658,102474,36.54551873923417,56.101566862661365
448,448,448,64.0,32,512,512,4,445110980503903,445110981561242,445110980419175,445110980601392,1057339,182217,97489,9.220221707512916,53.50159425300603
449,449,449,64.0,32,512,512,8,445196548919813,445196551067327,445196548833977,445196549021726,2147514,187749,101913,4.745626803829916,54.281514149209855
450,450,450,64.0,32,512,512,16,445281469213583,445281473548983,445281469134161,445281469317100,4335400,182939,103517,2.387715089726438,56.58552850950317
451,451,451,64.0,32,512,1024,1,445380722672468,445380723715415,445380722589238,445380722771094,1042947,181856,98626,9.45647286007822,54.23301953193735
452,452,452,64.0,32,512,1024,4,445483626198765,445483630325166,445483626113730,445483626304487,4126401,190757,105722,2.5620873977104988,55.42234360993306
453,453,453,64.0,32,512,1024,8,445575477325147,445575485496524,445575477243561,445575477426339,8171377,182778,101192,1.238371451959688,55.36333694427119
454,454,454,64.0,32,512,2048,1,445663971635854,445663975674254,445663971611678,445663971795419,4038400,183741,159565,3.95119354199683,86.84234874089071
455,455,455,64.0,32,512,2048,4,445754741722474,445754757611029,445754741642129,445754741824466,15888555,182337,101992,0.6419211816304252,55.93598666205981
456,456,456,64.0,32,512,2048,8,445843904142579,445843935979906,445843904063668,445843904246246,31837327,182578,103667,0.3256146472346752,56.77956818455674
457,457,457,64.0,32,512,4096,1,445932839395045,445932855453227,445932839312889,445932839495266,16058182,182377,100221,0.6241117456509087,54.95265302094015
458,458,458,64.0,32,512,4096,4,446022200702468,446022263113991,446022200620083,446022200802701,62411523,182618,100233,0.1606001507125535,54.886703391779555
459,459,459,64.0,32,1024,256,1,452211864696282,452211864784123,452211864612731,452211864951546,87841,338815,87841,100.0,25.925947788616206
460,460,460,64.0,32,1024,256,4,452303600415702,452303600721682,452303600335599,452303600679827,305980,344228,264125,86.32100137263873,76.72966754592886
461,461,461,64.0,32,1024,256,8,452396462643792,452396463237751,452396462560001,452396462903346,593959,343345,259554,43.6989758552358,75.595683641818
462,462,462,64.0,32,1024,256,16,452488531079358,452488532279504,452488530995646,452488531340315,1200146,344669,260957,21.743771174507103,75.7123501098155
463,463,463,64.0,32,1024,256,32,452581388232424,452581390654566,452581388153123,452581388509057,2422142,355934,276633,11.421006695726344,77.72030769749449
464,464,464,64.0,32,1024,512,1,452675912321486,452675912601086,452675912240100,452675912584368,279600,344268,262882,94.02074391988555,76.35969651550536
465,465,465,64.0,32,1024,512,4,452768961278636,452768962350248,452768961193281,452768961538310,1071612,345029,259674,24.232091465941032,75.26149975799136
466,466,466,64.0,32,1024,512,8,452862939525891,452862941690082,452862939441578,452862939796470,2164191,354892,270579,12.502547141171922,76.242631561151
467,467,467,64.0,32,1024,512,16,452954900590246,452954904909729,452954900507937,452954900851724,4319483,343787,261478,6.053455934425486,76.05814065104265
468,468,468,64.0,32,1024,1024,1,453048114299411,453048115344923,453048114219347,453048114562693,1045512,343346,263282,25.182111730903134,76.68124865296232
469,469,469,64.0,32,1024,1024,4,453140972166507,453140976279839,453140972086163,453140972452000,4113332,365837,285493,6.9406748592138925,78.03830667756405
470,470,470,64.0,32,1024,1024,8,453234364054809,453234372314468,453234363969093,453234364312238,8259659,343145,257429,3.1167025176220955,75.02047239505166
471,471,471,64.0,32,1024,2048,1,453326799647717,453326803746656,453326799566050,453326799925994,4098939,359944,278277,6.789000763368276,77.31119285222145
472,472,472,64.0,32,1024,2048,4,453419673257203,453419689205454,453419673175611,453419673519678,15948251,344067,262475,1.6457917548450922,76.28601406121483
473,473,473,64.0,32,1024,2048,8,453512890162410,453512921980934,453512890078253,453512890421359,31818524,343106,258949,0.8138309621150246,75.47201156493911
474,474,474,64.0,32,1024,4096,1,453604956142901,453604972282912,453604956060883,453604956403707,16140011,342824,260806,1.6158972878023443,76.07577065783026
475,475,475,64.0,32,1024,4096,4,453698158086023,453698220647129,453698158003924,453698158347350,62561106,343426,261327,0.41771480190903276,76.094122168968
476,476,476,64.0,32,2048,256,1,459015596911812,459015597017654,459015596834074,459015597485444,105842,651370,105842,100.0,16.249136435512842
477,477,477,64.0,32,2048,256,4,459091952318196,459091952625018,459091952232841,459091952889504,306822,656663,306822,100.0,46.72442333434349
478,478,478,64.0,32,2048,256,8,459167985087565,459167985682044,459167985007221,459167985671139,594479,663918,583574,98.16562065270598,87.89850553833455
479,479,479,64.0,32,2048,256,16,459242991261601,459242992512142,459242991177288,459242991865222,1250541,687934,603621,48.26878926800481,87.74402777010584
480,480,480,64.0,32,2048,256,32,459318312956681,459318315393698,459318312875415,459318313566677,2437017,691262,609996,25.030436800399837,88.24382072209957
481,481,481,64.0,32,2048,512,1,459393418538388,459393418818630,459393418458606,459393419115750,280242,657144,280242,100.0,42.64544757313465
482,482,482,64.0,32,2048,512,4,459470296606270,459470297680528,459470296518389,459470297191689,1074258,673300,585419,54.49519575372024,86.94772018416754
483,483,483,64.0,32,2048,512,8,459545745471489,459545747644260,459545745387183,459545746085661,2172771,698478,614172,28.266761660570765,87.93004217742005
484,484,484,64.0,32,2048,512,16,459621767708199,459621772070741,459621767618474,459621768293258,4362542,674784,585059,13.410965441708067,86.70315241618059
485,485,485,64.0,32,2048,1024,1,459697340012280,459697341101051,459697339929370,459697340613736,1088771,684366,601456,55.24173586548503,87.88513748491305
486,486,486,64.0,32,2048,1024,4,459772717207908,459772721304642,459772717126562,459772717817984,4096734,691422,610076,14.891765001095994,88.23497082823515
487,487,487,64.0,32,2048,1024,8,459848069845545,459848078029591,459848069763678,459848070431325,8184046,667647,585780,7.1575844026292135,87.73798129850056
488,488,488,64.0,32,2048,2048,1,459924435180610,459924439269766,459924435101068,459924435776373,4089156,675305,595763,14.569339002962959,88.22132221736845
489,489,489,64.0,32,2048,2048,4,460000529042340,460000545043031,460000528960982,460000529624901,16000691,663919,582561,3.6408490108333447,87.74579429117107
490,490,490,64.0,32,2048,2048,8,460076529716629,460076561619626,460076529635692,460076530300333,31902997,664641,583704,1.8296212108222938,87.82244850979701
491,491,491,64.0,32,2048,4096,1,460153071635728,460153087766316,460153071554750,460153072218829,16130588,664079,583101,3.6148775233736052,87.80596886816177
492,492,492,64.0,32,2048,4096,4,460230387052120,460230449656325,460230386968341,460230387633784,62604205,665443,581664,0.9291133079638979,87.41004113049502
493,493,493,64.0,32,4096,256,1,465470498822074,465470499013512,465470498739806,465470500047117,191438,1307311,191438,100.0,14.643646385596082
494,494,494,64.0,32,4096,256,4,465546600863505,465546601255843,465546600782373,465546602095979,392338,1313606,392338,100.0,29.867250910851507
495,495,495,64.0,32,4096,256,8,465622882961722,465622883558728,465622882874602,465622884164995,597006,1290393,597006,100.0,46.26544006360852
496,496,496,64.0,32,4096,256,16,465696773466247,465696774712218,465696773380090,465696774733587,1245971,1353497,1245971,100.0,92.05568981682265
497,497,497,64.0,32,4096,256,32,465771867699519,465771870131483,465771867616689,465771868944528,2431964,1327839,1245009,51.19356207575441,93.76204494671417
498,498,498,64.0,32,4096,512,1,465848403873514,465848404246006,465848403777374,465848405089657,372492,1312283,372492,100.0,28.385035849736678
499,499,499,64.0,32,4096,512,4,465923717602330,465923718669531,465923717520101,465923718822481,1067201,1302380,1067201,100.0,81.94236705109108
500,500,500,64.0,32,4096,512,8,465998897438779,465998899598761,465998897356831,465998898679457,2159982,1322626,1240678,57.43927495692094,93.80414417983619
501,501,501,64.0,32,4096,512,16,466073577572468,466073581899609,466073577492244,466073578816755,4327141,1324511,1244287,28.755406861019782,93.94312316017005
502,502,502,64.0,32,4096,1024,1,466149214280357,466149215326952,466149214195483,466149215493734,1046595,1298251,1046595,100.0,80.61576690485892
503,503,503,64.0,32,4096,1024,4,466224793272451,466224797430044,466224793193304,466224794517614,4157593,1324310,1245163,29.949131624957037,94.02352923409171
504,504,504,64.0,32,4096,1024,8,466300855407647,466300863640725,466300855325940,466300856634253,8233078,1308313,1226606,14.898510617778674,93.75478192145151
505,505,505,64.0,32,4096,2048,1,466377083641356,466377087709545,466377083553155,466377084862190,4068189,1309035,1220834,30.009274397035142,93.26213584816297
506,506,506,64.0,32,4096,2048,4,466453722765113,466453738696646,466453722680328,466453723986637,15931533,1306309,1221524,7.667334963935987,93.50957545266854
507,507,507,64.0,32,4096,2048,8,466529128396659,466529160256839,466529128313879,466529129621351,31860180,1307472,1224692,3.8439581948375685,93.66869806772152
508,508,508,64.0,32,4096,4096,1,466604640624280,466604656750941,466604640536727,466604641843718,16126661,1306991,1219438,7.561627295321703,93.30117804942803
509,509,509,64.0,32,4096,4096,4,466679838805057,466679901433200,466679838722463,466679840029534,62628143,1307071,1224477,1.9551545700468878,93.6809859602118
510,510,510,64.0,64,256,256,1,302677259246578,302677259334219,302677259164992,302677259352300,87641,187308,87641,100.0,46.78977940077306
511,511,511,64.0,64,256,256,4,302753326497359,302753326803820,302753326414450,302753326603642,306461,189192,106283,34.6807587262327,56.1773225083513
512,512,512,64.0,64,256,256,8,302830422576617,302830423170095,302830422495070,302830422683782,593478,188712,107165,18.057114164299268,56.78759167408538
513,513,513,64.0,64,256,256,16,302906030641931,302906031834018,302906030560304,302906030750579,1192087,190275,108648,9.114099893715812,57.10051241623966
514,514,514,64.0,64,256,256,32,302981434219518,302981436648075,302981434136488,302981434333058,2428557,196570,113540,4.675204246801702,57.760594190364756
515,515,515,64.0,64,256,512,1,303056993322292,303056993602373,303056993242148,303056993431702,280081,189554,109410,39.063699429807805,57.71969992719753
516,516,516,64.0,64,256,512,4,303132939384716,303132940455366,303132939304332,303132939492924,1070650,188592,108208,10.106757577172745,57.37677101891915
517,517,517,64.0,64,256,512,8,303208555043848,303208557200463,303208554958453,303208555154261,2156615,195808,110413,5.119736253341464,56.38840088249714
518,518,518,64.0,64,256,512,16,303283545447902,303283549816417,303283545368761,303283545558716,4368515,189955,110814,2.53665147080873,58.33697454660314
519,519,519,64.0,64,256,1024,1,303359612170275,303359613230822,303359612091455,303359612281450,1060547,189995,111175,10.482798027810178,58.51469775520408
520,520,520,64.0,64,256,1024,4,303434683948908,303434688050212,303434683865396,303434684063610,4101304,198214,114702,2.7967202626286665,57.86775908866175
521,521,521,64.0,64,256,1024,8,303511045593038,303511053767060,303511045512052,303511045702047,8174022,189995,109009,1.3336029680370323,57.37466775441459
522,522,522,64.0,64,256,2048,1,303586238074266,303586242155644,303586237990386,303586238179940,4081378,189554,105674,2.589174538599463,55.74875760996867
