,kernel,prefill_batch,prefill_len,decode_batch_size,decode_len,cu_mask,avg_duration_2d_us,avg_duration_3d_us,avg_duration_reduce_segment_us,avg_decode_duration_us,avg_duration_2d_us_baseline,avg_duration_3d_us_baseline,avg_duration_reduce_segment_us_baseline,avg_decode_duration_us_baseline
226,3d,1,2048,256,2048,304.0,,152.80300000000003,7.698,160.50100000000003,113.66000000000001,,,113.66000000000001
227,3d,1,2048,256,2048,304.0,,152.80300000000003,7.698,160.50100000000003,,152.80300000000003,7.698,160.50100000000003
228,3d,1,2048,256,256,32.0,,412.9046666666666,35.62833333333333,448.53299999999996,19.858666666666664,,,19.858666666666664
229,3d,1,2048,256,256,32.0,,412.9046666666666,35.62833333333333,448.53299999999996,,46.39966666666667,6.989666666666667,53.38933333333333
230,3d,1,2048,256,256,304.0,,46.39966666666667,6.989666666666667,53.38933333333333,19.858666666666664,,,19.858666666666664
231,3d,1,2048,256,256,304.0,,46.39966666666667,6.989666666666667,53.38933333333333,,46.39966666666667,6.989666666666667,53.38933333333333
232,3d,1,2048,256,4096,32.0,,2783.7696666666666,35.922333333333334,2819.692,220.43733333333333,,,220.43733333333333
233,3d,1,2048,256,4096,32.0,,2783.7696666666666,35.922333333333334,2819.692,,252.77833333333334,7.724666666666667,260.503
234,3d,1,2048,256,4096,304.0,,252.77833333333334,7.724666666666667,260.503,220.43733333333333,,,220.43733333333333
235,3d,1,2048,256,4096,304.0,,252.77833333333334,7.724666666666667,260.503,,252.77833333333334,7.724666666666667,260.503
236,3d,1,2048,256,512,32.0,,682.8826666666668,36.550000000000004,719.4326666666667,33.476333333333336,,,33.476333333333336
237,3d,1,2048,256,512,32.0,,682.8826666666668,36.550000000000004,719.4326666666667,,74.18266666666666,7.711333333333333,81.89399999999999
238,3d,1,2048,256,512,304.0,,74.18266666666666,7.711333333333333,81.89399999999999,33.476333333333336,,,33.476333333333336
239,3d,1,2048,256,512,304.0,,74.18266666666666,7.711333333333333,81.89399999999999,,74.18266666666666,7.711333333333333,81.89399999999999
240,3d,1,2048,32,1024,32.0,,127.85266666666666,6.8020000000000005,134.65466666666666,58.199999999999996,,,58.199999999999996
241,3d,1,2048,32,1024,32.0,,127.85266666666666,6.8020000000000005,134.65466666666666,,15.181,4.584,19.765
242,3d,1,2048,32,1024,304.0,,15.181,4.584,19.765,58.199999999999996,,,58.199999999999996
243,3d,1,2048,32,1024,304.0,,15.181,4.584,19.765,,15.181,4.584,19.765
244,3d,1,2048,32,2048,32.0,,201.1,6.6819999999999995,207.78199999999998,109.97166666666668,,,109.97166666666668
245,3d,1,2048,32,2048,32.0,,201.1,6.6819999999999995,207.78199999999998,,23.133,5.666333333333333,28.799333333333333
246,3d,1,2048,32,2048,304.0,,23.133,5.666333333333333,28.799333333333333,109.97166666666668,,,109.97166666666668
247,3d,1,2048,32,2048,304.0,,23.133,5.666333333333333,28.799333333333333,,23.133,5.666333333333333,28.799333333333333
248,3d,1,2048,32,256,32.0,,49.94133333333334,6.788333333333334,56.729666666666674,18.695666666666668,,,18.695666666666668
249,3d,1,2048,32,256,32.0,,49.94133333333334,6.788333333333334,56.729666666666674,,6.815666666666668,4.356999999999999,11.172666666666668
250,3d,1,2048,32,256,304.0,,6.815666666666668,4.356999999999999,11.172666666666668,18.695666666666668,,,18.695666666666668
251,3d,1,2048,32,256,304.0,,6.815666666666668,4.356999999999999,11.172666666666668,,6.815666666666668,4.356999999999999,11.172666666666668
252,3d,1,2048,32,4096,32.0,,348.54400000000004,6.748666666666666,355.2926666666667,214.93200000000002,,,214.93200000000002
253,3d,1,2048,32,4096,32.0,,348.54400000000004,6.748666666666666,355.2926666666667,,36.416666666666664,5.158333333333332,41.574999999999996
254,3d,1,2048,32,4096,304.0,,36.416666666666664,5.158333333333332,41.574999999999996,214.93200000000002,,,214.93200000000002
255,3d,1,2048,32,4096,304.0,,36.416666666666664,5.158333333333332,41.574999999999996,,36.416666666666664,5.158333333333332,41.574999999999996
256,3d,1,2048,32,512,32.0,,85.48899999999999,6.708666666666667,92.19766666666666,31.766000000000002,,,31.766000000000002
257,3d,1,2048,32,512,32.0,,85.48899999999999,6.708666666666667,92.19766666666666,,11.906999999999998,5.051666666666667,16.958666666666666
258,3d,1,2048,32,512,304.0,,11.906999999999998,5.051666666666667,16.958666666666666,31.766000000000002,,,31.766000000000002
259,3d,1,2048,32,512,304.0,,11.906999999999998,5.051666666666667,16.958666666666666,,11.906999999999998,5.051666666666667,16.958666666666666
260,3d,1,2048,512,1024,32.0,,2075.763333333333,71.01566666666666,2146.7789999999995,118.685,,,118.685
261,3d,1,2048,512,1024,32.0,,2075.763333333333,71.01566666666666,2146.7789999999995,,196.48966666666664,11.76,208.24966666666663
262,3d,1,2048,512,1024,304.0,,196.48966666666664,11.76,208.24966666666663,118.685,,,118.685
263,3d,1,2048,512,1024,304.0,,196.48966666666664,11.76,208.24966666666663,,196.48966666666664,11.76,208.24966666666663
264,3d,1,2048,512,2048,32.0,,3243.876666666667,70.93533333333333,3314.8120000000004,225.0616666666667,,,225.0616666666667
265,3d,1,2048,512,2048,32.0,,3243.876666666667,70.93533333333333,3314.8120000000004,,297.1066666666666,11.653333333333334,308.75999999999993
266,3d,1,2048,512,2048,304.0,,297.1066666666666,11.653333333333334,308.75999999999993,225.0616666666667,,,225.0616666666667
267,3d,1,2048,512,2048,304.0,,297.1066666666666,11.653333333333334,308.75999999999993,,297.1066666666666,11.653333333333334,308.75999999999993
268,3d,1,2048,512,256,32.0,,860.5426666666666,69.47933333333333,930.0219999999999,37.699333333333335,,,37.699333333333335
269,3d,1,2048,512,256,32.0,,860.5426666666666,69.47933333333333,930.0219999999999,,91.70333333333332,11.145333333333333,102.84866666666665
270,3d,1,2048,512,256,304.0,,91.70333333333332,11.145333333333333,102.84866666666665,37.699333333333335,,,37.699333333333335
271,3d,1,2048,512,256,304.0,,91.70333333333332,11.145333333333333,102.84866666666665,,91.70333333333332,11.145333333333333,102.84866666666665
272,3d,1,2048,512,4096,32.0,,5581.171333333333,70.93566666666668,5652.106999999999,440.52833333333336,,,440.52833333333336
273,3d,1,2048,512,4096,32.0,,5581.171333333333,70.93566666666668,5652.106999999999,,500.3983333333333,11.787,512.1853333333333
274,3d,1,2048,512,4096,304.0,,500.3983333333333,11.787,512.1853333333333,440.52833333333336,,,440.52833333333336
275,3d,1,2048,512,4096,304.0,,500.3983333333333,11.787,512.1853333333333,,500.3983333333333,11.787,512.1853333333333
276,3d,1,2048,512,512,32.0,,1381.6950000000004,82.20133333333332,1463.8963333333338,64.58800000000001,,,64.58800000000001
277,3d,1,2048,512,512,32.0,,1381.6950000000004,82.20133333333332,1463.8963333333338,,137.421,11.6,149.021
278,3d,1,2048,512,512,304.0,,137.421,11.6,149.021,64.58800000000001,,,64.58800000000001
279,3d,1,2048,512,512,304.0,,137.421,11.6,149.021,,137.421,11.6,149.021
280,3d,1,2048,64,1024,32.0,,254.71599999999998,11.319333333333333,266.0353333333333,58.614000000000004,,,58.614000000000004
281,3d,1,2048,64,1024,32.0,,254.71599999999998,11.319333333333333,266.0353333333333,,28.94666666666667,5.078,34.02466666666667
282,3d,1,2048,64,1024,304.0,,28.94666666666667,5.078,34.02466666666667,58.614000000000004,,,58.614000000000004
283,3d,1,2048,64,1024,304.0,,28.94666666666667,5.078,34.02466666666667,,28.94666666666667,5.078,34.02466666666667
284,3d,1,2048,64,2048,32.0,,401.62566666666663,11.198999999999998,412.82466666666664,110.29199999999999,,,110.29199999999999
285,3d,1,2048,64,2048,32.0,,401.62566666666663,11.198999999999998,412.82466666666664,,43.058666666666674,5.064666666666667,48.12333333333334
286,3d,1,2048,64,2048,304.0,,43.058666666666674,5.064666666666667,48.12333333333334,110.29199999999999,,,110.29199999999999
287,3d,1,2048,64,2048,304.0,,43.058666666666674,5.064666666666667,48.12333333333334,,43.058666666666674,5.064666666666667,48.12333333333334
288,3d,1,2048,64,256,32.0,,99.61433333333332,11.225999999999999,110.84033333333332,20.419999999999998,,,20.419999999999998
289,3d,1,2048,64,256,32.0,,99.61433333333332,11.225999999999999,110.84033333333332,,12.735333333333335,5.693333333333334,18.42866666666667
290,3d,1,2048,64,256,304.0,,12.735333333333335,5.693333333333334,18.42866666666667,20.419999999999998,,,20.419999999999998
291,3d,1,2048,64,256,304.0,,12.735333333333335,5.693333333333334,18.42866666666667,,12.735333333333335,5.693333333333334,18.42866666666667
292,3d,1,2048,64,4096,32.0,,694.8299999999999,11.185333333333332,706.0153333333333,214.99866666666665,,,214.99866666666665
293,3d,1,2048,64,4096,32.0,,694.8299999999999,11.185333333333332,706.0153333333333,,70.094,4.5840000000000005,74.678
294,3d,1,2048,64,4096,304.0,,70.094,4.5840000000000005,74.678,214.99866666666665,,,214.99866666666665
295,3d,1,2048,64,4096,304.0,,70.094,4.5840000000000005,74.678,,70.094,4.5840000000000005,74.678
296,3d,1,2048,64,512,32.0,,168.546,11.185333333333332,179.73133333333334,33.102,,,33.102
297,3d,1,2048,64,512,32.0,,168.546,11.185333333333332,179.73133333333334,,21.516000000000002,6.200666666666667,27.71666666666667
298,3d,1,2048,64,512,304.0,,21.516000000000002,6.200666666666667,27.71666666666667,33.102,,,33.102
299,3d,1,2048,64,512,304.0,,21.516000000000002,6.200666666666667,27.71666666666667,,21.516000000000002,6.200666666666667,27.71666666666667
300,3d,1,2048,8,1024,32.0,,35.45433333333333,6.240666666666667,41.695,58.961666666666666,,,58.961666666666666
301,3d,1,2048,8,1024,32.0,,35.45433333333333,6.240666666666667,41.695,,9.261000000000001,5.145333333333333,14.406333333333334
302,3d,1,2048,8,1024,304.0,,9.261000000000001,5.145333333333333,14.406333333333334,58.961666666666666,,,58.961666666666666
303,3d,1,2048,8,1024,304.0,,9.261000000000001,5.145333333333333,14.406333333333334,,9.261000000000001,5.145333333333333,14.406333333333334
304,3d,1,2048,8,2048,32.0,,55.888,5.358999999999999,61.247,110.132,,,110.132
305,3d,1,2048,8,2048,32.0,,55.888,5.358999999999999,61.247,,13.123333333333333,5.358999999999999,18.482333333333333
306,3d,1,2048,8,2048,304.0,,13.123333333333333,5.358999999999999,18.482333333333333,110.132,,,110.132
307,3d,1,2048,8,2048,304.0,,13.123333333333333,5.358999999999999,18.482333333333333,,13.123333333333333,5.358999999999999,18.482333333333333
308,3d,1,2048,8,256,32.0,,13.778333333333334,4.637333333333333,18.415666666666667,19.43166666666667,,,19.43166666666667
309,3d,1,2048,8,256,32.0,,13.778333333333334,4.637333333333333,18.415666666666667,,7.056333333333332,5.038333333333333,12.094666666666665
310,3d,1,2048,8,256,304.0,,7.056333333333332,5.038333333333333,12.094666666666665,19.43166666666667,,,19.43166666666667
311,3d,1,2048,8,256,304.0,,7.056333333333332,5.038333333333333,12.094666666666665,,7.056333333333332,5.038333333333333,12.094666666666665
312,3d,1,2048,8,4096,32.0,,96.03300000000002,4.624333333333333,100.65733333333336,214.6643333333333,,,214.6643333333333
313,3d,1,2048,8,4096,32.0,,96.03300000000002,4.624333333333333,100.65733333333336,,19.671999999999997,5.024666666666667,24.696666666666665
314,3d,1,2048,8,4096,304.0,,19.671999999999997,5.024666666666667,24.696666666666665,214.6643333333333,,,214.6643333333333
315,3d,1,2048,8,4096,304.0,,19.671999999999997,5.024666666666667,24.696666666666665,,19.671999999999997,5.024666666666667,24.696666666666665
316,3d,1,2048,8,512,32.0,,23.733999999999998,4.744000000000001,28.477999999999998,32.675000000000004,,,32.675000000000004
317,3d,1,2048,8,512,32.0,,23.733999999999998,4.744000000000001,28.477999999999998,,7.297000000000001,5.025,12.322000000000001
318,3d,1,2048,8,512,304.0,,7.297000000000001,5.025,12.322000000000001,32.675000000000004,,,32.675000000000004
319,3d,1,2048,8,512,304.0,,7.297000000000001,5.025,12.322000000000001,,7.297000000000001,5.025,12.322000000000001
