,mode,prefill_len,prefill_batch,decode_batch_size,cu_mask,mean_q1,std_q1,mean_q2,std_q2,mean_q3,std_q3,decode_mean_q1,decode_std_q1,prefill_mean_q1,prefill_std_q1
717,prefill_and_decode,1024.0,1.0,2.0,128.0,,,242.88359999999997,9.780125065662496,19.6612,0.6293446591495018,14.272666666666666,0.12050034578097138,217.60466666666665,0.2837839553838923
718,prefill_and_decode,1024.0,1.0,2.0,160.0,,,244.0142,10.07634694222067,19.668799999999997,0.5515919687595163,13.952,0.040000000000000924,216.65566666666666,4.250394020950676
719,prefill_and_decode,1024.0,1.0,2.0,304.0,,,149.959,1.465015187634578,47.965999999999994,16.79524452039922,13.617666666666667,0.08326663997864553,136.48533333333333,0.24538609034198786
720,prefill_and_decode,1024.0,1.0,4.0,32.0,,,148.4756,5.150469231050697,52.1836,9.045135891737614,40.492,0.03999999999999915,137.8083333333333,0.5470048750544453
721,prefill_and_decode,1024.0,1.0,4.0,64.0,,,245.5302,10.147330693339992,29.9,4.9788768311738725,21.89033333333333,0.2503604068804265,227.28,0.834965268738765
722,prefill_and_decode,1024.0,1.0,4.0,96.0,,,240.398,9.574712502211225,26.019599999999997,3.0425402708920712,20.727333333333334,0.1447768397684307,218.326,0.5075706847326823
723,prefill_and_decode,1024.0,1.0,4.0,128.0,,,240.3578,14.47190414907451,21.080199999999998,2.1838885502699075,14.940666666666667,0.27300976783502373,217.60466666666665,0.2837839553838923
724,prefill_and_decode,1024.0,1.0,4.0,160.0,,,243.5012,12.968217502802766,20.551,1.6697951970226765,14.994666666666667,0.2502005861970225,216.65566666666666,4.250394020950676
725,prefill_and_decode,1024.0,1.0,4.0,304.0,,,149.3898,1.758363358353431,46.731,17.25593709422934,13.684666666666667,0.34076433694465974,136.48533333333333,0.24538609034198786
726,prefill_and_decode,1024.0,1.0,8.0,32.0,,,149.70260000000002,2.0619847962582085,51.983000000000004,9.760575111129466,42.297,0.0800000000000054,137.8083333333333,0.5470048750544453
727,prefill_and_decode,1024.0,1.0,8.0,64.0,,,246.5638,10.949063370900726,29.8762,4.947872441767267,22.759,0.30605064940300303,227.28,0.834965268738765
728,prefill_and_decode,1024.0,1.0,8.0,96.0,,,241.0078,8.273242302749265,26.532400000000003,3.4711677862068266,21.676333333333332,0.1011945321316,218.326,0.5075706847326823
729,prefill_and_decode,1024.0,1.0,8.0,128.0,,,243.45299999999997,10.627306337920253,20.8716,2.1212421596790874,14.46,0.26688386987601853,217.60466666666665,0.2837839553838923
730,prefill_and_decode,1024.0,1.0,8.0,160.0,,,242.02579999999998,13.865204098750214,20.7114,1.2964359991916308,14.62,0.023388031127052615,216.65566666666666,4.250394020950676
731,prefill_and_decode,1024.0,1.0,8.0,304.0,,,150.031,1.6987217252981721,46.3858,19.06408819482327,13.618,0.23551645377765035,136.48533333333333,0.24538609034198786
732,prefill_and_decode,1024.0,1.0,16.0,32.0,,,149.74259999999998,2.838754004840871,51.73440000000001,9.516884878992707,43.82033333333334,0.223788590713054,137.8083333333333,0.5470048750544453
733,prefill_and_decode,1024.0,1.0,16.0,64.0,,,246.1872,11.003202497455,31.32,5.833004243098062,23.761333333333337,0.2017927980214682,227.28,0.834965268738765
734,prefill_and_decode,1024.0,1.0,16.0,96.0,,,239.53179999999998,11.317404592043186,27.3022,3.627885362025652,22.358,1.1351982205764766,218.326,0.5075706847326823
735,prefill_and_decode,1024.0,1.0,16.0,128.0,,,238.8826,14.648769856202948,20.7196,1.9496138848500222,15.021,0.12209422590769843,217.60466666666665,0.2837839553838923
736,prefill_and_decode,1024.0,1.0,16.0,160.0,,,241.7212,12.648051557453424,20.767599999999998,1.6908921609611904,15.315333333333333,0.2777054794802091,216.65566666666666,4.250394020950676
737,prefill_and_decode,1024.0,1.0,16.0,304.0,,,149.83859999999999,3.340657689737164,47.388799999999996,18.12081879220694,14.660333333333334,0.9404490062376228,136.48533333333333,0.24538609034198786
738,prefill_and_decode,1024.0,1.0,32.0,32.0,,,150.0392,3.8632694314531,85.7158,17.256406482810952,72.03166666666667,0.20132891827388988,137.8083333333333,0.5470048750544453
739,prefill_and_decode,1024.0,1.0,32.0,64.0,,,248.21599999999998,9.063490856176777,46.201800000000006,8.506875877782633,37.980333333333334,0.2957944105850093,227.28,0.834965268738765
740,prefill_and_decode,1024.0,1.0,32.0,96.0,,,240.42200000000003,11.15224665706422,35.4572,4.770026488396056,29.026333333333337,0.26283137813688107,218.326,0.5075706847326823
741,prefill_and_decode,1024.0,1.0,32.0,128.0,,,241.4004,9.098648597456659,26.4606,2.7300337543700803,21.249,0.18330302779823368,217.60466666666665,0.2837839553838923
742,prefill_and_decode,1024.0,1.0,32.0,160.0,,,240.31779999999998,11.523615174935337,25.242,1.8636411940070443,21.86366666666667,0.37223693171598904,216.65566666666666,4.250394020950676
743,prefill_and_decode,1024.0,1.0,32.0,304.0,,,149.9512,2.7694838327746205,70.489,39.24888506696719,15.689,0.48368274726312094,136.48533333333333,0.24538609034198786
744,prefill_and_decode,1024.0,1.0,64.0,32.0,,,139.6474,1.0371498445258494,107.9272,18.33451963374007,82.76233333333333,0.15143755588800406,137.8083333333333,0.5470048750544453
745,prefill_and_decode,1024.0,1.0,64.0,64.0,,,235.27460000000002,2.184623720460807,63.184400000000004,12.581878667353296,43.592999999999996,0.28147291166291477,227.28,0.834965268738765
746,prefill_and_decode,1024.0,1.0,64.0,96.0,,,229.8942,1.4573778507991666,49.7136,6.827398501625636,38.26066666666667,0.10119453213160087,218.326,0.5075706847326823
747,prefill_and_decode,1024.0,1.0,64.0,128.0,,,230.295,7.159581866282424,40.532799999999995,2.168752106627218,36.016,0.2899430978657688,217.60466666666665,0.2837839553838923
748,prefill_and_decode,1024.0,1.0,64.0,160.0,,,228.33859999999999,8.110954123899354,36.5478,2.3075137486047588,32.79533333333333,0.24050017325011078,216.65566666666666,4.250394020950676
749,prefill_and_decode,1024.0,1.0,64.0,304.0,,,140.9388,1.6856818205106148,74.5226,46.36911810461787,19.752,0.18532943640987226,136.48533333333333,0.24538609034198786
750,prefill_and_decode,1024.0,1.0,128.0,32.0,,,140.6098,0.65108117773439,165.8596,14.584585383205095,142.045,0.28078639568185154,137.8083333333333,0.5470048750544453
751,prefill_and_decode,1024.0,1.0,128.0,64.0,,,234.80100000000002,2.1618747651055115,97.11019999999999,14.211625899241788,74.35666666666667,0.381174937965934,227.28,0.834965268738765
752,prefill_and_decode,1024.0,1.0,128.0,96.0,,,228.1862,3.8815186718602868,75.69300000000001,11.48041998360687,57.59866666666667,0.3504487599255191,218.326,0.5075706847326823
753,prefill_and_decode,1024.0,1.0,128.0,128.0,,,227.7694,0.7261365574050102,55.10979999999999,5.885693094275305,41.57533333333333,0.31298615517836276,217.60466666666665,0.2837839553838923
754,prefill_and_decode,1024.0,1.0,128.0,160.0,,,226.77460000000002,3.4803704975189103,52.0468,4.860394911938738,40.18533333333333,0.12951576480619303,216.65566666666666,4.250394020950676
755,prefill_and_decode,1024.0,1.0,128.0,304.0,,,142.07739999999998,3.7044001943634615,82.48479999999999,44.38799723686573,27.088333333333335,0.5076232198524145,136.48533333333333,0.24538609034198786
756,prefill_and_decode,1024.0,2.0,1.0,32.0,,,379.7168,5.095613427252916,64.56379999999999,15.208787006201382,40.292,0.3609999999999971,354.8786666666667,1.9966858374149128
757,prefill_and_decode,1024.0,2.0,1.0,64.0,,,365.7084,4.032157524204639,31.849,6.172468023408465,21.743,0.18085076720876697,343.5333333333333,0.4815821148395816
758,prefill_and_decode,1024.0,2.0,1.0,96.0,,,352.8714,3.20668213267235,26.7974,3.062289470314654,20.473333333333333,0.4429450680765427,327.8433333333333,0.39346452614350946
759,prefill_and_decode,1024.0,2.0,1.0,128.0,,,344.1314,3.4363409027627037,21.8584,1.562198866982052,14.486666666666666,0.5043821302676506,308.653,0.576080723510154
760,prefill_and_decode,1024.0,2.0,1.0,160.0,,,473.1702,10.765472688182362,20.8716,1.5323964239060333,13.844999999999999,0.12274770873625308,438.884,0.6296356089040702
761,prefill_and_decode,1024.0,2.0,1.0,304.0,,,258.872,5.628298543965113,170.7184,88.6257502580373,13.457333333333333,0.2583047295992339,241.61933333333332,2.2804702000537875
762,prefill_and_decode,1024.0,2.0,2.0,32.0,,,382.01,6.255080135377975,64.99680000000001,15.424985468388618,40.092,0.13856406460550724,354.8786666666667,1.9966858374149128
763,prefill_and_decode,1024.0,2.0,2.0,64.0,,,366.062,3.8991632435690353,33.4208,7.292727658427949,21.42233333333333,0.18977442750100249,343.5333333333333,0.4815821148395816
764,prefill_and_decode,1024.0,2.0,2.0,96.0,,,352.9756,4.035080085946253,27.326600000000003,2.959885774823075,20.246333333333336,0.34222848118374694,327.8433333333333,0.39346452614350946
765,prefill_and_decode,1024.0,2.0,2.0,128.0,,,343.2898,4.120381256631496,22.315199999999997,1.502438085246777,14.272666666666666,0.12050034578097138,308.653,0.576080723510154
